artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre,tsne_x,tsne_y,cluster_label
FLETCHER,Undrunk,True,https://www.whosampled.com/FLETCHER/Undrunk/,2019,0,0,1,0,0,0,7rvWVAM7b9yNkQ5twoxvY2,0,183428,44.2,57.9,14.499999999999998,48.9,0.000104,75.23876077335197,12.6,54.6,electro,28.468403,0.42961106,2
Billie Eilish;Khalid,lovely (with Khalid),True,https://www.whosampled.com/Billie-Eilish/lovely/,2018,11,0,11,0,0,0,0u2P5u6lvoDfwTYjAADbn4,89,200185,35.099999999999994,29.6,3.3300000000000005,93.4,0.0,58.3508036338225,9.5,12.0,pop,44.86327,-15.724069,2
Cardi B;Bad Bunny;J Balvin,I Like It,True,https://www.whosampled.com/Cardi-B/I-Like-It/,2018,8,0,4,0,2,0,27g5jb8SH4CZrPWZFVmq97,0,253390,81.5,72.7,12.8,10.1,0.0,86.82040531097135,37.2,64.9,dance,-31.68794,5.672699,3
DJ Snake;Selena Gomez;Ozuna;Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",True,https://www.whosampled.com/DJ-Snake/Taki-Taki/,2018,5,0,6,0,0,0,4w8niZpiMy6qz1mntFA5uM,76,212500,84.2,80.10000000000001,22.8,15.7,0.0004819999999999,86.0330771022595,6.419999999999999,61.7,dance,-5.1479006,1.3722551,0
Kodak Black,Calling My Spirit,True,https://www.whosampled.com/Kodak-Black/Calling-My-Spirit/,2018,1,0,0,0,0,0,5oibpY8nzNR2uCPKMzLeK0,0,152000,91.8,36.2,9.05,11.6,0.0,59.12415560214303,26.3,74.4,hip-hop,8.415542,30.543407,1
Bebe Rexha,Last Hurrah,True,https://www.whosampled.com/Bebe-Rexha/Last-Hurrah/,2019,0,0,3,0,1,0,7A5qbuQheUIpEz0O2npL72,0,150333,55.2,61.8,3.09,17.5,0.0,84.08572094106685,11.7,40.2,dance,13.63937,-18.590069,5
Anuel AA;Romeo Santos,Ella Quiere Beber - Remix,True,https://www.whosampled.com/Anuel-AA/Ella-Quiere-Beber---Remix/,2018,0,0,0,0,1,0,3f5lA8nnc4YYF1qf78WpHw,76,219357,75.0,66.5,12.4,26.5,0.0,91.08315863032846,5.15,69.69999999999999,latino,12.671755,21.130651,6
Midland,Burn Out,True,https://www.whosampled.com/Midland/Burn-Out/,2018,0,0,1,0,2,0,1tQ7g3atJDUiwXqwCPQks0,1,189613,67.2,72.39999999999999,2.44,29.2,0.0,79.3105054740275,23.1,80.10000000000001,country,10.412517,24.882586,1
The Chainsmokers;Kelsea Ballerini,This Feeling,True,https://www.whosampled.com/The-Chainsmokers/This-Feeling/,2018,1,0,3,0,4,0,4NBTZtAt1F13VvlSKe6KTl,73,197946,57.49999999999999,57.1,4.390000000000001,5.58,0.0,68.61402282785932,9.12,44.9,dance,-4.089194,-15.167338,0
Mark Ronson;Miley Cyrus,Nothing Breaks Like a Heart (feat. Miley Cyrus),True,https://www.whosampled.com/Mark-Ronson/Nothing-Breaks-Like-a-Heart/,2018,0,0,7,0,4,0,27rdGxbavYJeBphck5MZAF,78,217466,60.1,79.4,6.710000000000001,0.987,0.000136,78.22035872350337,38.8,24.4,dance,-12.725972,-23.518866,7
John Mayer,I Guess I Just Feel Like,True,https://www.whosampled.com/John-Mayer/I-Guess-I-Just-Feel-Like/,2019,0,0,2,0,0,0,4Im6GRj17qa7NW76OsJh1s,70,286386,54.8,48.3,2.68,51.5,6.74,63.04216165851386,9.22,16.6,singer-songwriter,33.691402,-13.28914,2
Gesaffelstein;The Weeknd,Lost in the Fire (feat. The Weeknd),True,https://www.whosampled.com/Gesaffelstein/Lost-in-the-Fire/,2019,1,0,4,0,0,0,2vXKRlJBXyOcvZYTdNeckS,85,202093,65.8,67.10000000000001,3.63,9.33,0.0927,48.562776613091074,11.5,16.6,club,6.019297,-16.534933,5
Loud Luxury;Brando,Body,True,https://www.whosampled.com/Loud-Luxury/Body/,2018,1,0,1,0,8,0,21RzyxY3EFaxVy6K4RqaU9,75,163216,75.2,76.4,3.8,4.760000000000001,0.00944,84.95224784532961,5.43,58.2,edm,-13.121909,1.0798663,0
Zedd;Katy Perry,365,True,https://www.whosampled.com/Zedd/365/,2019,0,0,3,0,4,0,2XWjPtKdi5sucFYtVav07d,66,181899,74.5,69.3,3.4000000000000004,33.900000000000006,0.0,79.92080130444911,12.3,24.8,edm,11.498533,-14.56345,5
Travis Scott,YOSEMITE,True,https://www.whosampled.com/Travis-Scott/YOSEMITE/,2018,3,0,0,0,0,0,7lAK3oHbfEnvUQWosrMMpR,75,150043,78.5,55.400000000000006,4.09,28.3,0.00034,74.83344980200327,11.6,14.4,house,11.398492,-16.953844,5
サザンオールスターズ,YOU,False,,2018,0,0,3,0,1,0,0azDpmHy0nK3R6jJabkx0U,43,271666,54.50000000000001,87.3,3.95,5.82,0.268,80.25157232704402,17.299999999999997,67.7,j-pop,-28.11748,-4.4964914,3
Zara Larsson,Ruin My Life,True,https://www.whosampled.com/Zara-Larsson/Ruin-My-Life/,2018,0,0,7,0,3,0,5tAa8Uaqr4VvA3693mbIhU,67,190931,66.5,69.89999999999999,5.779999999999999,42.3,0.0,80.91777311903098,9.69,58.5,edm,18.30212,-1.6541744,5
Kacey Musgraves,Rainbow,True,https://www.whosampled.com/Kacey-Musgraves/Rainbow/,2018,0,0,8,0,0,0,79qxwHypONUt3AFq0WPpT9,70,214293,58.1,19.7,3.29,88.0,0.0,69.58770090845563,10.7,34.9,country,42.129868,-8.689425,2
Marshmello,Alone,True,https://www.whosampled.com/Marshmello/Alone/,2016,16,0,4,0,6,0,3MEYFivt6bilQ9q9mFWZ4g,73,273802,63.1,95.3,3.43,2.41,1.55,88.02702073142325,10.8,42.2,dance,-27.532492,-19.893675,3
Bazzi;Camila Cabello,Beautiful (feat. Camila Cabello),True,https://www.whosampled.com/Bazzi/Beautiful/,2017,0,0,3,0,7,0,4VUwkH455At9kENOfzTqmF,74,180000,63.8,71.7,3.37,34.599999999999994,0.0,83.44747262986256,10.5,24.9,dance,11.979076,-14.190947,5
benny blanco;Juice WRLD;Brendon Urie,Roses (with Juice WRLD feat. Brendon Urie),True,https://www.whosampled.com/benny-blanco/Roses/,2018,0,0,0,0,0,0,1KVczjazCcCCgM3gXXUl47,70,223542,61.2,60.1,16.400000000000002,16.8,0.0,72.42021896109947,11.7,52.5,electro,2.346563,1.2941284,0
XXXTENTACION,Sauce!,True,https://www.whosampled.com/XXXTENTACION/Sauce/,2018,1,0,1,0,0,0,3jq1RpStaB1YGyN3rRZGca,64,144724,68.0,31.3,3.47,58.2,0.0,41.75168879571395,19.0,40.5,emo,47.184036,-4.7420535,2
XXXTENTACION,BAD!,True,https://www.whosampled.com/XXXTENTACION/BAD/,2018,2,0,3,0,0,0,22An65gG31JLf9n18qjdhZ,72,94245,78.0,49.2,6.710000000000001,6.43,3.1300000000000003,89.60633589564408,17.4,37.4,emo,2.091002,-14.308146,5
Imagine Dragons,Natural,True,https://www.whosampled.com/Imagine-Dragons/Natural/,2018,5,0,6,0,0,0,2FY7b99s15jUprqC0M5NCT,82,189466,70.39999999999999,61.1,4.09,21.7,0.0,76.97181458187747,8.12,22.0,rock,10.55668,-17.238241,5
Silk City;Dua Lipa;Diplo;Mark Ronson,Electricity (with Dua Lipa),True,https://www.whosampled.com/Silk-City/Electricity/,2018,2,0,3,0,4,0,5N4erncE7kuUccm7zEmwzk,74,238173,58.8,67.0,4.73,1.04,0.0003329999999999,75.44840437922198,33.800000000000004,50.5,edm,-40.493637,-7.0270405,3
Metro Boomin;Gunna,Space Cadet (feat. Gunna),True,https://www.whosampled.com/Metro-Boomin/Space-Cadet/,2018,2,0,0,0,0,0,1fewSx2d5KIZ04wsooEBOz,81,203266,90.1,46.400000000000006,6.45,36.8,0.00171,59.84160260889821,23.8,63.8,hip-hop,16.632511,12.318257,6
Billie Eilish,idontwannabeyouanymore,True,https://www.whosampled.com/Billie-Eilish/idontwannabeyouanymore/,2017,1,0,10,0,0,0,41zXlQxzTi6cGAjpOXyLYH,81,203569,48.3,41.2,4.02,73.7,0.0,66.02841835546238,11.6,24.7,electro,40.860718,-12.195521,2
6ix9ine;Tory Lanez,KIKA,True,https://www.whosampled.com/6ix9ine/KIKA/,2018,0,0,1,0,0,0,0IFMbLUK5ttPmXyK16qUQu,65,136031,74.5,71.5,24.6,12.8,0.0,89.75541579315166,18.2,34.2,emo,-2.99836,-3.0107038,0
Katy Perry,Cozy Little Christmas,True,https://www.whosampled.com/Katy-Perry/Cozy-Little-Christmas/,2018,1,0,2,0,0,0,06frz7np2mUzt0wUTBERYP,1,182520,77.5,60.8,12.8,12.8,0.0,76.26368506871653,8.95,56.00000000000001,dance,-5.1303515,3.725821,0
6ix9ine;Nicki Minaj;Kanye West,MAMA,True,https://www.whosampled.com/6ix9ine/MAMA/,2018,2,0,1,0,0,0,1wcaN0MSG6KQ43UNjpRvid,60,192405,76.1,67.30000000000001,21.5,9.17,0.00104,78.02003261122758,14.000000000000002,43.8,emo,-2.6226575,-1.9247016,0
lovelytheband,broken,True,https://www.whosampled.com/lovelytheband/broken/,2018,0,0,4,0,1,0,6XcfKZvJio9Z0fQy11GnNX,70,204878,66.60000000000001,72.8,4.19,0.175,0.000426,78.38807360819939,4.29,51.0,alt-rock,-9.682182,-7.542218,0
XXXTENTACION,Guardian angel,True,https://www.whosampled.com/XXXTENTACION/Guardian-angel/,2018,0,0,0,0,0,0,7uqcLJFlSYjVPLUz1vPxkY,65,108034,71.2,37.4,51.1,79.5,0.0,57.85697647332868,18.7,77.9,emo,46.071537,12.3015785,2
Ariana Grande,God is a woman,True,https://www.whosampled.com/Ariana-Grande/God-is-a-woman/,2018,5,0,8,0,0,0,5OCJzvD7sykQEKHH7qAC3C,80,197546,60.2,65.8,5.58,2.33,0.006,77.80107151176333,23.7,26.8,dance,-13.229139,-24.90009,7
XXXTENTACION,I don’t let go,True,https://www.whosampled.com/XXXTENTACION/I-dont-let-go/,2018,0,0,0,0,0,0,4axYWgXASdsCBHuwInAubT,65,121630,79.7,29.3,8.0,59.1,7.24,70.60330771022596,14.8,47.8,emo,39.999405,-1.0585543,2
XXXTENTACION;Kanye West;Travis Barker,One Minute (feat. Kanye West & Travis Barker),True,https://www.whosampled.com/XXXTENTACION/One-Minute/,2018,1,0,0,0,0,0,0T6RSXxFhW8dRTWHI604ld,59,197758,56.8,63.6,20.4,0.6709999999999999,0.0,85.57651991614256,10.5,87.9,emo,-16.677597,28.991705,4
XXXTENTACION,Train food,True,https://www.whosampled.com/XXXTENTACION/Train-food/,2018,0,0,0,0,0,0,5lar0mCUejpILVkAz50s2J,58,164082,49.2,71.2,69.1,56.39999999999999,0.0091,71.53971581644538,35.7,23.0,emo,27.416313,-4.246897,2
XXXTENTACION,what are you so afraid of,True,https://www.whosampled.com/XXXTENTACION/what-are-you-so-afraid-of/,2018,0,0,0,0,0,0,57nOpVSc3j9o03Cr928ZM4,66,150769,63.9,31.2,3.01,77.4,46.9,59.3151642208246,8.57,34.7,emo,57.168713,-8.097216,2
XXXTENTACION,STARING AT THE SKY,True,https://www.whosampled.com/XXXTENTACION/STARING-AT-THE-SKY/,2018,0,0,0,0,0,0,4KpKyRFwN0gcwj58Uqjv7q,57,85123,55.7,33.800000000000004,2.5700000000000003,13.4,0.184,59.361751688795714,14.000000000000002,68.89999999999999,emo,9.7368555,8.595099,6
6ix9ine;A Boogie Wit da Hoodie,WAKA,True,https://www.whosampled.com/6ix9ine/WAKA/,2018,0,0,0,0,0,0,6ZyjQTlZxDtdjYKDwcAWNk,62,128769,77.2,80.9,15.4,8.63,0.0,86.8390402981598,11.5,65.4,emo,-14.983105,3.9074142,0
6ix9ine;Lil Baby,TIC TOC,True,https://www.whosampled.com/6ix9ine/TIC-TOC/,2018,0,0,1,0,0,0,1q8PAOcnI1tciyj3BVpVhw,55,135739,82.0,69.1,7.23,1.13,0.0,74.4840437922199,34.4,68.30000000000001,emo,-31.914316,6.6313972,3
6ix9ine;Nicki Minaj;Murda Beatz,FEFE,True,https://www.whosampled.com/6ix9ine/FEFE/,2018,1,0,2,0,0,0,1M6SuEJZJkZf2S419vIPkB,72,179404,93.1,38.7,41.2,8.799999999999999,0.0,62.92569298858607,13.6,37.5,emo,1.5963297,-3.3170793,0
Cardi B;Kehlani,Ring,True,https://www.whosampled.com/Cardi-B/Ring/,2018,1,0,1,0,0,0,1mbMrD4kLNWqW3sfJg8BOc,6,177139,76.5,49.1,14.499999999999998,6.260000000000001,0.0,68.83298392732355,9.94,56.00000000000001,dance,-2.4668975,4.4076085,0
6ix9ine;Bobby Shmurda,STOOPID,True,https://www.whosampled.com/6ix9ine/STOOPID/,2018,2,0,2,0,0,0,2SjOYQ127lPP8Gerv1qSVh,59,152000,73.3,63.0,39.5,13.0,0.0,85.4320987654321,16.2,83.3,emo,-7.2046,17.690813,1
Bebe Rexha,I'm a Mess,True,https://www.whosampled.com/Bebe-Rexha/I%27m-a-Mess/,2018,0,0,3,0,3,0,04ZTP5KsCypmtCmQg5tH9R,74,195519,63.0,69.39999999999999,2.53,0.281,0.0,76.2962962962963,7.19,21.6,dance,2.026462,-22.15133,7
6ix9ine;Anuel AA,BEBE,True,https://www.whosampled.com/6ix9ine/BEBE/,2018,0,0,0,0,0,0,3eqOaTqnyb0GEgv6JInG6W,72,217822,63.5,90.2,10.9,17.2,0.0,88.86559515490333,12.5,28.5,emo,-0.98554575,-24.554691,7
Lauv,I Like Me Better,True,https://www.whosampled.com/Lauv/I-Like-Me-Better/,2017,1,0,15,0,4,0,2P91MQbaiQOfbiz9VqhqKQ,83,197436,75.2,50.5,25.3,53.5,0.000255,69.9417656650361,10.4,41.9,dance,29.957598,-4.786649,2
XXXTENTACION,SAD!,True,https://www.whosampled.com/XXXTENTACION/SAD/,1975,44,0,71,0,0,0,3ee8Jmje8o58CHK66QrVC2,83,166605,74.0,61.3,14.499999999999998,25.8,0.372,82.71139063591895,12.3,47.3,emo,10.890756,-6.295896,5
Queen,Bohemian Rhapsody,True,https://www.whosampled.com/Queen/Bohemian-Rhapsody/,1975,88,0,142,0,1,0,3z8h0TU7ReDPLIbEnYhWZb,75,354947,39.0,39.7,5.13,28.7,0.0,59.0309806662008,20.7,24.6,rock,25.021858,-24.816397,5
AJR,Burn the House Down,True,https://www.whosampled.com/AJR/Burn-the-House-Down/,2018,0,0,4,0,1,0,4u8Gkqyg87iGSW3hQbbnQZ,64,212689,45.4,66.0,16.8,3.64,0.0,85.1479152108083,18.1,56.8,rock,-16.097315,-11.67294,0
Selena Gomez,Back To You,True,https://www.whosampled.com/Selena-Gomez/Back-To-You/,2018,1,0,8,0,3,0,514rhnksEwHUh6LxXsQ4Y9,72,210240,60.0,68.30000000000001,4.93,9.84,0.000126,76.23107384113673,11.0,49.4,dance,-10.402432,-12.011274,0
Calvin Harris;Sam Smith;Jessie Reyez,Promises (with Sam Smith),True,https://www.whosampled.com/Calvin-Harris/Promises/,2018,1,0,9,0,8,0,5N5k9nd479b1xpDZ4usjrg,77,213309,78.10000000000001,76.8,3.94,1.1900000000000002,0.000491,77.53552294432798,32.5,48.6,electro,-32.510105,3.3735125,3
Zedd;Maren Morris;Grey,The Middle,True,https://www.whosampled.com/Zedd/The-Middle/,2018,9,0,18,0,0,0,09IStsImFySgyp0pIQdqAc,80,184732,75.3,65.7,4.49,17.1,0.0,91.18565105986492,11.2,43.7,dance,7.6797757,-8.385194,5
Steve Aoki;BTS,Waste It On Me,True,https://www.whosampled.com/Steve-Aoki/Waste-It-On-Me/,2018,0,0,2,0,4,0,66XDf77gBcfQKi4I2vIbTj,63,192536,66.9,68.4,5.8500000000000005,25.2,0.0,84.03913347309575,72.0,46.6,edm,-47.33542,-6.018198,3
Ariana Grande,no tears left to cry,True,https://www.whosampled.com/Ariana-Grande/no-tears-left-to-cry/,2018,4,0,14,0,2,0,2qT1uLXPVPzGgFOx4jtEuo,78,205920,69.89999999999999,71.3,5.94,4.0,0.0003109999999999,79.79035639412999,29.4,35.4,dance,-12.87964,-20.991482,7
Dua Lipa;BLACKPINK,Kiss and Make Up,True,https://www.whosampled.com/Dua-Lipa/Kiss-and-Make-Up/,2018,0,0,5,0,1,0,13hvHEstJ4sNbzdroPrPI3,59,190560,67.5,72.89999999999999,14.6,5.57,0.0,85.0267877940834,18.9,63.0,dance,-18.996658,7.2129755,0
Weezer,Africa,True,https://www.whosampled.com/Weezer/Africa/,2018,2,0,2,1,1,0,3ZPKocroJIcnHGcnJVlLKD,59,238626,53.400000000000006,78.4,3.39,20.5,0.579,88.72117400419287,10.6,60.0,power-pop,-21.708778,4.6818337,0
Bebe Rexha;Florida Georgia Line,Meant to Be,True,https://www.whosampled.com/Bebe-Rexha/Meant-to-Be/,2017,3,0,11,0,0,0,5TFjvC8B1O4l8lO9GKBOOk,0,164640,64.1,78.3,9.99,4.67,0.0,74.7635686000466,6.34,55.8,dance,-13.579153,-5.2366157,0
Florida Georgia Line,Simple,True,https://www.whosampled.com/Florida-Georgia-Line/Simple/,2019,0,0,3,0,0,0,4L9Ds4mpD3SuYoWwFUlv16,73,185200,36.2,88.2,9.73,7.91,0.0,88.1295131609597,15.0,86.4,country,-33.803986,24.146687,4
Charlie Puth,The Way I Am,True,https://www.whosampled.com/Charlie-Puth/The-Way-I-Am/,2018,0,0,1,0,3,0,6BJ98GYC2njuEOqg1y3ss3,0,186080,75.5,77.0,18.7,31.2,0.000234,79.08688562776612,6.279999999999999,64.2,dance,13.139835,19.797209,6
Machine Gun Kelly,RAP DEVIL,True,https://www.whosampled.com/Machine-Gun-Kelly/RAP-DEVIL/,2018,3,0,2,0,0,0,7hgxdDJAyaQKsGl9ZquRsh,0,286117,89.5,83.89999999999999,22.7,21.7,0.000289,84.43512695085023,23.9,75.4,hip-hop,-3.1928153,15.839932,1
Ed Sheeran,Perfect,True,https://www.whosampled.com/Ed-Sheeran/Perfect/,2017,7,0,87,0,2,0,0tgVpDi06FyKpA1z0VMD4v,87,263400,59.9,44.8,2.32,16.3,0.0,76.04006522245515,10.6,16.8,pop,10.031343,-25.160732,5
Drake,God's Plan,True,https://www.whosampled.com/Drake/God%27s-Plan/,2018,25,0,23,0,0,0,6DCZcSspjsKoFjzjrWoCdn,84,198973,75.4,44.9,10.9,3.32,0.0082899999999999,62.534358257628696,55.2,35.7,hip-hop,3.086363,-12.361853,5
Travis Scott,STARGAZING,True,https://www.whosampled.com/Travis-Scott/STARGAZING/,2018,2,0,3,0,0,0,7wBJfHzpfI3032CSD7CE2m,75,270714,48.7,78.9,4.4,0.947,0.000405,88.25529932448171,18.9,5.64,house,-7.327368,-36.0237,7
Wiz Khalifa;Swae Lee,Hopeless Romantic,True,https://www.whosampled.com/Wiz-Khalifa/Hopeless-Romantic/,2018,0,0,1,0,4,0,5QNFpjUpjZ2X9YgzIdDDhy,0,226742,87.7,47.7,5.89,30.7,0.0,71.06918238993711,9.29,55.2,dance,15.632694,12.468889,6
Clean Bandit;Demi Lovato,Solo (feat. Demi Lovato),True,https://www.whosampled.com/Clean-Bandit/Solo/,2018,0,0,3,0,9,0,6kPJZM97LwdG9QIsT7khp6,71,222653,73.7,63.6,4.37,4.41,0.00666,84.26741206615421,35.0,56.49999999999999,edm,-31.427565,4.6545725,3
Ozuna;Manuel Turizo,Vaina Loca,True,https://www.whosampled.com/Ozuna/Vaina-Loca/,2018,0,0,0,0,0,0,48zFZh27QU5qsrBjn4C2FA,74,176133,75.4,80.5,7.52,31.5,0.0,85.65105986489635,20.3,55.50000000000001,latino,1.447948,12.539722,0
Brett Young,Mercy,True,https://www.whosampled.com/Brett-Young/Mercy/,2018,0,0,1,0,0,0,63jfUirW2IkypzR5BYiV8Q,2,217120,63.8,36.7,2.66,84.0,0.0,68.61402282785932,9.99,21.9,country,40.078045,-10.511446,2
Bazzi,Mine,True,https://www.whosampled.com/Bazzi/Mine/,2017,3,0,9,0,5,0,7uzmGiiJyRfuViKKK3lVmR,76,131064,71.0,78.9,7.22,1.61,0.000277,87.3980899138132,45.1,71.7,dance,-34.22761,7.4216185,3
BTS;Nicki Minaj,IDOL,True,https://www.whosampled.com/BTS/IDOL/,2018,1,0,3,0,1,0,54azQnjuDYDFfImXimGFsA,64,260233,70.8,85.7,8.27,0.219,0.0,89.63428837642675,10.3,44.9,k-pop,-15.096715,-3.0726597,0
Marshmello;Anne-Marie,FRIENDS,True,https://www.whosampled.com/Marshmello/FRIENDS/,2018,5,0,12,0,7,0,08bNPGLD8AhKpnnERrAc6G,79,202620,62.6,88.0,5.04,20.5,0.0,94.33962264150944,12.8,53.400000000000006,dance,-22.719112,2.2498975,3
Camila Cabello,Never Be the Same,True,https://www.whosampled.com/Camila-Cabello/Never-Be-the-Same/,2017,2,0,10,0,0,0,4eWQlBRaTjPPUlzacqEeoQ,74,226973,63.7,71.3,7.470000000000001,18.1,0.0636999999999999,85.25972513393899,13.7,24.3,dance,9.040533,-17.318483,5
Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),True,https://www.whosampled.com/Calvin-Harris/One-Kiss/,2018,4,0,10,0,7,0,7ef4DlsgrMEH11cDZd32M6,89,214846,79.10000000000001,86.2,11.0,3.7,0.00219,90.35173538318192,8.14,59.2,dance,-14.935055,2.1672769,0
XXXTENTACION,Moonlight,True,https://www.whosampled.com/XXXTENTACION/Moonlight/,2018,15,0,3,0,0,0,0JP9xo3adEtGSdUEISiszL,83,135090,92.1,53.7,8.04,55.60000000000001,0.404,78.7840670859539,10.2,71.1,emo,18.910172,17.040588,6
XXXTENTACION,changes,True,https://www.whosampled.com/XXXTENTACION/changes/,2018,7,0,3,0,0,0,7AFASza1mXqntmGtbxXprO,80,121886,66.9,30.8,2.9000000000000004,88.3,0.0,58.54181225250408,9.84,52.0,emo,40.68629,2.7606735,2
Zedd;Elley Duhé,Happy Now,True,https://www.whosampled.com/Zedd/Happy-Now/,2018,2,0,7,0,5,0,6dRFbn4xqPuz3LOypGiM5z,0,207029,50.3,74.0,4.72,57.7,0.000139,81.55602143023528,7.12,45.7,electro,24.674223,-0.5916632,6
Shawn Mendes,In My Blood,True,https://www.whosampled.com/Shawn-Mendes/In-My-Blood/,2018,0,0,12,0,0,0,1S8p6YMo8zaxRXlx1XzzgZ,0,211360,62.2,71.1,6.65,5.73,0.0,71.33938970416959,13.0,48.7,dance,-9.875173,-12.90591,0
Alessia Cara,Growing Pains,True,https://www.whosampled.com/Alessia-Cara/Growing-Pains/,2018,0,0,0,0,9,0,7MvUTgehqKITlwxPTNfPuU,0,196533,35.4,75.3,74.3,8.36,0.0,76.2170976007454,31.4,45.5,electro,-26.627684,8.166863,4
Cardi B,Be Careful,True,https://www.whosampled.com/Cardi-B/Be-Careful/,2018,2,0,3,0,0,0,3VTQZWhvI8cwzjoSAJzcED,0,210787,83.5,56.10000000000001,40.0,2.64,0.0,67.02073142324714,9.5,49.9,dance,0.6974817,-1.8723904,0
Travis Scott,CAN'T SAY,True,https://www.whosampled.com/Travis-Scott/CAN%27T-SAY/,2018,1,0,0,0,0,0,27a1mYSG5tYg7dmEjWBcmL,76,198408,70.19999999999999,70.8,5.47,20.1,0.0,80.44723969252271,11.8,71.3,house,12.956323,23.099337,6
Travis Scott,NO BYSTANDERS,True,https://www.whosampled.com/Travis-Scott/NO-BYSTANDERS/,2018,5,0,0,0,0,0,6OaVWaGfhXn70ZJfdVcabn,73,218283,73.1,81.10000000000001,7.12,2.04,0.0,90.4216165851386,41.1,42.6,house,-15.59068,-20.322042,7
Travis Scott,5% TINT,True,https://www.whosampled.com/Travis-Scott/5%-TINT/,2018,1,0,0,0,0,0,11kDth1aKUEUMq9r1pqyds,79,196138,71.2,48.1,4.87,17.299999999999997,0.0,80.21896109946425,24.1,6.2,house,8.271951,-21.652363,5
Jason Mraz,Have It All,True,https://www.whosampled.com/Jason-Mraz/Have-It-All/,2018,0,0,2,0,0,0,7BXW1QCg56yzEBV8pW8pah,65,226106,64.3,63.8,4.07,20.4,0.0,82.39925460051248,7.07,60.0,acoustic,0.4855333,8.182604,0
Travis Scott,SKELETONS,True,https://www.whosampled.com/Travis-Scott/SKELETONS/,2018,1,0,1,0,0,0,6NMtzpDQBTOfJwMzgMX0zl,72,145588,46.0,68.60000000000001,3.67,0.146,0.0,77.73584905660378,37.5,25.2,house,-12.55907,-30.787724,7
Travis Scott,ASTROTHUNDER,True,https://www.whosampled.com/Travis-Scott/ASTROTHUNDER/,2018,3,0,0,0,0,0,4MXhiYIRDMGAuvZc5IFTwC,74,142969,70.0,46.0,6.61,14.2,0.00481,67.65897973445144,11.1,28.6,house,6.263831,-13.045751,5
Travis Scott,BUTTERFLY EFFECT,True,https://www.whosampled.com/Travis-Scott/BUTTERFLY-EFFECT/,2017,10,0,2,0,0,0,2cYqizR4lgvp4Qu6IQ3qGN,79,190557,76.3,62.8,5.0,5.3100000000000005,0.0,78.19240624272071,11.4,19.3,house,4.7428155,-20.089592,5
Imagine Dragons,Whatever It Takes,True,https://www.whosampled.com/Imagine-Dragons/Whatever-It-Takes/,2017,1,0,5,0,2,0,6Qn5zhYkTa37e91HC1D7lb,81,201240,67.2,65.5,3.11,3.62,0.0,82.0545073375262,11.7,55.60000000000001,rock,-8.717279,-6.6478076,0
Lil Dicky;Chris Brown,Freaky Friday (feat. Chris Brown),True,https://www.whosampled.com/Lil-Dicky/Freaky-Friday/,2018,1,0,1,0,0,0,6dbSBQXCctYSVryynHXaZ4,45,216631,75.5,59.9,22.4,14.7,0.0,81.95667365478685,10.9,75.5,comedy,-6.7894053,15.971338,1
A$AP Rocky;Skepta,Praise The Lord (Da Shine) (feat. Skepta),False,,2018,1,0,4,0,0,0,7ycWLEP1GsNjVvcjawXz3z,82,205040,85.39999999999999,56.89999999999999,10.6,6.09,8.16,67.47262986256698,10.0,29.4,hip-hop,2.2944484,-10.137951,0
The Weeknd,Call Out My Name,True,https://www.whosampled.com/The-Weeknd/Call-Out-My-Name/,2018,2,0,9,0,0,0,09mEdoA6zrmBPgTEN5qXmN,89,228373,46.1,59.3,3.56,17.0,0.0,82.36664337293269,30.7,17.5,pop,-2.6481893,-39.49356,7
Martin Garrix;Khalid,Ocean (feat. Khalid),True,https://www.whosampled.com/Martin-Garrix/Ocean/,2018,0,0,1,0,14,0,3nc420PXjTdBV5TN0gCFkS,69,216419,50.6,69.3,4.12,58.4,0.00958,71.60027952480783,8.91,22.1,edm,23.530056,-8.7133045,5
Nicky Jam;J Balvin,X,True,https://www.whosampled.com/Nicky-Jam/X/,2018,2,0,0,0,1,0,5YUyW9opqNsMSEzzecZih1,74,172854,59.4,74.9,5.6000000000000005,3.38,0.106,80.76403447472629,30.0,69.39999999999999,latin,-35.457336,6.119754,3
Wiz Khalifa;Lil Skies,Fr Fr,True,https://www.whosampled.com/Wiz-Khalifa/Fr-Fr/,2018,0,0,0,0,0,0,4lGSIRb6BlkjdudJ7T41Ai,0,195590,91.4,49.7,20.200000000000003,11.4,0.0029,70.56137898905195,28.2,32.4,dance,2.2462623,-5.32938,0
Bad Wolves,Zombie,True,https://www.whosampled.com/Bad-Wolves/Zombie/,2018,0,0,0,1,0,0,1vNoA9F5ASnlBISFekDmg3,69,254805,44.8,82.6,3.19,0.756,0.0,90.33310039599348,11.7,19.0,alternative,-10.117822,-35.907196,7
