artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre
DJ Snake;Selena Gomez;Ozuna;Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",True,https://www.whosampled.com/DJ-Snake/Taki-Taki/,2018,5,0,6,0,0,0,4w8niZpiMy6qz1mntFA5uM,76,212500,0.842,0.801,0.228,0.157,4.82e-06,-4.167,0.0642,0.617,dance
Kodak Black,Calling My Spirit,True,https://www.whosampled.com/Kodak-Black/Calling-My-Spirit/,2018,1,0,0,0,0,0,5oibpY8nzNR2uCPKMzLeK0,0,152000,0.918,0.362,0.0905,0.116,0.0,-9.943,0.263,0.744,hip-hop
Bebe Rexha,Last Hurrah,True,https://www.whosampled.com/Bebe-Rexha/Last-Hurrah/,2019,0,0,3,0,1,0,7A5qbuQheUIpEz0O2npL72,0,150333,0.552,0.618,0.0309,0.175,0.0,-4.585,0.117,0.402,dance
Anuel AA;Romeo Santos,Ella Quiere Beber - Remix,True,https://www.whosampled.com/Anuel-AA/Ella-Quiere-Beber---Remix/,2018,0,0,0,0,1,0,3f5lA8nnc4YYF1qf78WpHw,76,219357,0.75,0.665,0.124,0.265,0.0,-3.083,0.0515,0.697,latino
Midland,Burn Out,True,https://www.whosampled.com/Midland/Burn-Out/,2018,0,0,1,0,2,0,1tQ7g3atJDUiwXqwCPQks0,1,189613,0.672,0.724,0.0244,0.292,0.0,-5.61,0.231,0.801,country
The Chainsmokers;Kelsea Ballerini,This Feeling,True,https://www.whosampled.com/The-Chainsmokers/This-Feeling/,2018,1,0,3,0,4,0,4NBTZtAt1F13VvlSKe6KTl,73,197946,0.575,0.571,0.0439,0.0558,0.0,-7.906,0.0912,0.449,dance
Mark Ronson;Miley Cyrus,Nothing Breaks Like a Heart (feat. Miley Cyrus),True,https://www.whosampled.com/Mark-Ronson/Nothing-Breaks-Like-a-Heart/,2018,0,0,7,0,4,0,27rdGxbavYJeBphck5MZAF,78,217466,0.601,0.794,0.0671,0.00987,1.36e-06,-5.844,0.388,0.244,dance
John Mayer,I Guess I Just Feel Like,True,https://www.whosampled.com/John-Mayer/I-Guess-I-Just-Feel-Like/,2019,0,0,2,0,0,0,4Im6GRj17qa7NW76OsJh1s,70,286386,0.548,0.483,0.0268,0.515,0.0674,-9.102,0.0922,0.166,singer-songwriter
Gesaffelstein;The Weeknd,Lost in the Fire (feat. The Weeknd),True,https://www.whosampled.com/Gesaffelstein/Lost-in-the-Fire/,2019,1,0,4,0,0,0,2vXKRlJBXyOcvZYTdNeckS,85,202093,0.658,0.671,0.0363,0.0933,0.000927,-12.21,0.115,0.166,club
Loud Luxury;Brando,Body,True,https://www.whosampled.com/Loud-Luxury/Body/,2018,1,0,1,0,8,0,21RzyxY3EFaxVy6K4RqaU9,75,163216,0.752,0.764,0.038,0.0476,9.44e-05,-4.399,0.0543,0.582,edm
Zedd;Katy Perry,365,True,https://www.whosampled.com/Zedd/365/,2019,0,0,3,0,4,0,2XWjPtKdi5sucFYtVav07d,66,181899,0.745,0.693,0.034,0.339,0.0,-5.479,0.123,0.248,edm
Travis Scott,YOSEMITE,True,https://www.whosampled.com/Travis-Scott/YOSEMITE/,2018,3,0,0,0,0,0,7lAK3oHbfEnvUQWosrMMpR,75,150043,0.785,0.554,0.0409,0.283,3.4e-06,-6.571,0.116,0.144,house
サザンオールスターズ,YOU,False,,2018,0,0,3,0,1,0,0azDpmHy0nK3R6jJabkx0U,43,271666,0.545,0.873,0.0395,0.0582,0.00268,-5.408,0.173,0.677,j-pop
Zara Larsson,Ruin My Life,True,https://www.whosampled.com/Zara-Larsson/Ruin-My-Life/,2018,0,0,7,0,3,0,5tAa8Uaqr4VvA3693mbIhU,67,190931,0.665,0.699,0.0578,0.423,0.0,-5.265,0.0969,0.585,edm
Kacey Musgraves,Rainbow,True,https://www.whosampled.com/Kacey-Musgraves/Rainbow/,2018,0,0,8,0,0,0,79qxwHypONUt3AFq0WPpT9,70,214293,0.581,0.197,0.0329,0.88,0.0,-7.697,0.107,0.349,country
Marshmello,Alone,True,https://www.whosampled.com/Marshmello/Alone/,2016,16,0,4,0,6,0,3MEYFivt6bilQ9q9mFWZ4g,73,273802,0.631,0.953,0.0343,0.0241,0.0155,-3.739,0.108,0.422,dance
Bazzi;Camila Cabello,Beautiful (feat. Camila Cabello),True,https://www.whosampled.com/Bazzi/Beautiful/,2017,0,0,3,0,7,0,4VUwkH455At9kENOfzTqmF,74,180000,0.638,0.717,0.0337,0.346,0.0,-4.722,0.105,0.249,dance
benny blanco;Juice WRLD;Brendon Urie,Roses (with Juice WRLD feat. Brendon Urie),True,https://www.whosampled.com/benny-blanco/Roses/,2018,0,0,0,0,0,0,1KVczjazCcCCgM3gXXUl47,70,223542,0.612,0.601,0.164,0.168,0.0,-7.089,0.117,0.525,electro
XXXTENTACION,Sauce!,True,https://www.whosampled.com/XXXTENTACION/Sauce/,2018,1,0,1,0,0,0,3jq1RpStaB1YGyN3rRZGca,64,144724,0.68,0.313,0.0347,0.582,0.0,-13.672,0.19,0.405,emo
XXXTENTACION,BAD!,True,https://www.whosampled.com/XXXTENTACION/BAD/,2018,2,0,3,0,0,0,22An65gG31JLf9n18qjdhZ,72,94245,0.78,0.492,0.0671,0.0643,0.0313,-3.4,0.174,0.374,emo
Imagine Dragons,Natural,True,https://www.whosampled.com/Imagine-Dragons/Natural/,2018,5,0,6,0,0,0,2FY7b99s15jUprqC0M5NCT,82,189466,0.704,0.611,0.0409,0.217,0.0,-6.112,0.0812,0.22,rock
Silk City;Dua Lipa;Diplo;Mark Ronson,Electricity (with Dua Lipa),True,https://www.whosampled.com/Silk-City/Electricity/,2018,2,0,3,0,4,0,5N4erncE7kuUccm7zEmwzk,74,238173,0.588,0.67,0.0473,0.0104,3.33e-06,-6.439,0.338,0.505,edm
Metro Boomin;Gunna,Space Cadet (feat. Gunna),True,https://www.whosampled.com/Metro-Boomin/Space-Cadet/,2018,2,0,0,0,0,0,1fewSx2d5KIZ04wsooEBOz,81,203266,0.901,0.464,0.0645,0.368,1.71e-05,-9.789,0.238,0.638,hip-hop
Billie Eilish,idontwannabeyouanymore,True,https://www.whosampled.com/Billie-Eilish/idontwannabeyouanymore/,2017,1,0,10,0,0,0,41zXlQxzTi6cGAjpOXyLYH,81,203569,0.483,0.412,0.0402,0.737,0.0,-8.461,0.116,0.247,electro
6ix9ine;Tory Lanez,KIKA,True,https://www.whosampled.com/6ix9ine/KIKA/,2018,0,0,1,0,0,0,0IFMbLUK5ttPmXyK16qUQu,65,136031,0.745,0.715,0.246,0.128,0.0,-3.368,0.182,0.342,emo
Katy Perry,Cozy Little Christmas,True,https://www.whosampled.com/Katy-Perry/Cozy-Little-Christmas/,2018,1,0,2,0,0,0,06frz7np2mUzt0wUTBERYP,1,182520,0.775,0.608,0.128,0.128,0.0,-6.264,0.0895,0.56,dance
6ix9ine;Nicki Minaj;Kanye West,MAMA,True,https://www.whosampled.com/6ix9ine/MAMA/,2018,2,0,1,0,0,0,1wcaN0MSG6KQ43UNjpRvid,60,192405,0.761,0.673,0.215,0.0917,1.04e-05,-5.887,0.14,0.438,emo
lovelytheband,broken,True,https://www.whosampled.com/lovelytheband/broken/,2018,0,0,4,0,1,0,6XcfKZvJio9Z0fQy11GnNX,70,204878,0.666,0.728,0.0419,0.00175,4.26e-06,-5.808,0.0429,0.51,alt-rock
XXXTENTACION,Guardian angel,True,https://www.whosampled.com/XXXTENTACION/Guardian-angel/,2018,0,0,0,0,0,0,7uqcLJFlSYjVPLUz1vPxkY,65,108034,0.712,0.374,0.511,0.795,0.0,-10.215,0.187,0.779,emo
Ariana Grande,God is a woman,True,https://www.whosampled.com/Ariana-Grande/God-is-a-woman/,2018,5,0,8,0,0,0,5OCJzvD7sykQEKHH7qAC3C,80,197546,0.602,0.658,0.0558,0.0233,6e-05,-5.934,0.237,0.268,dance
XXXTENTACION,I don’t let go,True,https://www.whosampled.com/XXXTENTACION/I-dont-let-go/,2018,0,0,0,0,0,0,4axYWgXASdsCBHuwInAubT,65,121630,0.797,0.293,0.08,0.591,0.0724,-7.479,0.148,0.478,emo
XXXTENTACION;Kanye West;Travis Barker,One Minute (feat. Kanye West & Travis Barker),True,https://www.whosampled.com/XXXTENTACION/One-Minute/,2018,1,0,0,0,0,0,0T6RSXxFhW8dRTWHI604ld,59,197758,0.568,0.636,0.204,0.00671,0.0,-4.265,0.105,0.879,emo
XXXTENTACION,Train food,True,https://www.whosampled.com/XXXTENTACION/Train-food/,2018,0,0,0,0,0,0,5lar0mCUejpILVkAz50s2J,58,164082,0.492,0.712,0.691,0.564,9.1e-05,-7.278,0.357,0.23,emo
XXXTENTACION,what are you so afraid of,True,https://www.whosampled.com/XXXTENTACION/what-are-you-so-afraid-of/,2018,0,0,0,0,0,0,57nOpVSc3j9o03Cr928ZM4,66,150769,0.639,0.312,0.0301,0.774,0.469,-9.902,0.0857,0.347,emo
XXXTENTACION,STARING AT THE SKY,True,https://www.whosampled.com/XXXTENTACION/STARING-AT-THE-SKY/,2018,0,0,0,0,0,0,4KpKyRFwN0gcwj58Uqjv7q,57,85123,0.557,0.338,0.0257,0.134,0.00184,-9.892,0.14,0.689,emo
6ix9ine;A Boogie Wit da Hoodie,WAKA,True,https://www.whosampled.com/6ix9ine/WAKA/,2018,0,0,0,0,0,0,6ZyjQTlZxDtdjYKDwcAWNk,62,128769,0.772,0.809,0.154,0.0863,0.0,-3.994,0.115,0.654,emo
6ix9ine;Lil Baby,TIC TOC,True,https://www.whosampled.com/6ix9ine/TIC-TOC/,2018,0,0,1,0,0,0,1q8PAOcnI1tciyj3BVpVhw,55,135739,0.82,0.691,0.0723,0.0113,0.0,-6.646,0.344,0.683,emo
6ix9ine;Nicki Minaj;Murda Beatz,FEFE,True,https://www.whosampled.com/6ix9ine/FEFE/,2018,1,0,2,0,0,0,1M6SuEJZJkZf2S419vIPkB,72,179404,0.931,0.387,0.412,0.088,0.0,-9.127,0.136,0.375,emo
Cardi B;Kehlani,Ring,True,https://www.whosampled.com/Cardi-B/Ring/,2018,1,0,1,0,0,0,1mbMrD4kLNWqW3sfJg8BOc,6,177139,0.765,0.491,0.145,0.0626,0.0,-7.859,0.0994,0.56,dance
6ix9ine;Bobby Shmurda,STOOPID,True,https://www.whosampled.com/6ix9ine/STOOPID/,2018,2,0,2,0,0,0,2SjOYQ127lPP8Gerv1qSVh,59,152000,0.733,0.63,0.395,0.13,0.0,-4.296,0.162,0.833,emo
Bebe Rexha,I'm a Mess,True,https://www.whosampled.com/Bebe-Rexha/I%27m-a-Mess/,2018,0,0,3,0,3,0,04ZTP5KsCypmtCmQg5tH9R,74,195519,0.63,0.694,0.0253,0.00281,0.0,-6.257,0.0719,0.216,dance
6ix9ine;Anuel AA,BEBE,True,https://www.whosampled.com/6ix9ine/BEBE/,2018,0,0,0,0,0,0,3eqOaTqnyb0GEgv6JInG6W,72,217822,0.635,0.902,0.109,0.172,0.0,-3.559,0.125,0.285,emo
Lauv,I Like Me Better,True,https://www.whosampled.com/Lauv/I-Like-Me-Better/,2017,1,0,15,0,4,0,2P91MQbaiQOfbiz9VqhqKQ,83,197436,0.752,0.505,0.253,0.535,2.55e-06,-7.621,0.104,0.419,dance
XXXTENTACION,SAD!,True,https://www.whosampled.com/XXXTENTACION/SAD/,1975,44,0,71,0,0,0,3ee8Jmje8o58CHK66QrVC2,83,166605,0.74,0.613,0.145,0.258,0.00372,-4.88,0.123,0.473,emo
Queen,Bohemian Rhapsody,True,https://www.whosampled.com/Queen/Bohemian-Rhapsody/,1975,88,0,142,0,1,0,3z8h0TU7ReDPLIbEnYhWZb,75,354947,0.39,0.397,0.0513,0.287,0.0,-9.963,0.207,0.246,rock
AJR,Burn the House Down,True,https://www.whosampled.com/AJR/Burn-the-House-Down/,2018,0,0,4,0,1,0,4u8Gkqyg87iGSW3hQbbnQZ,64,212689,0.454,0.66,0.168,0.0364,0.0,-4.357,0.181,0.568,rock
Selena Gomez,Back To You,True,https://www.whosampled.com/Selena-Gomez/Back-To-You/,2018,1,0,8,0,3,0,514rhnksEwHUh6LxXsQ4Y9,72,210240,0.6,0.683,0.0493,0.0984,1.26e-06,-6.271,0.11,0.494,dance
Calvin Harris;Sam Smith;Jessie Reyez,Promises (with Sam Smith),True,https://www.whosampled.com/Calvin-Harris/Promises/,2018,1,0,9,0,8,0,5N5k9nd479b1xpDZ4usjrg,77,213309,0.781,0.768,0.0394,0.0119,4.91e-06,-5.991,0.325,0.486,electro
Zedd;Maren Morris;Grey,The Middle,True,https://www.whosampled.com/Zedd/The-Middle/,2018,9,0,18,0,0,0,09IStsImFySgyp0pIQdqAc,80,184732,0.753,0.657,0.0449,0.171,0.0,-3.061,0.112,0.437,dance
Steve Aoki;BTS,Waste It On Me,True,https://www.whosampled.com/Steve-Aoki/Waste-It-On-Me/,2018,0,0,2,0,4,0,66XDf77gBcfQKi4I2vIbTj,63,192536,0.669,0.684,0.0585,0.252,0.0,-4.595,0.72,0.466,edm
Ariana Grande,no tears left to cry,True,https://www.whosampled.com/Ariana-Grande/no-tears-left-to-cry/,2018,4,0,14,0,2,0,2qT1uLXPVPzGgFOx4jtEuo,78,205920,0.699,0.713,0.0594,0.04,3.11e-06,-5.507,0.294,0.354,dance
Dua Lipa;BLACKPINK,Kiss and Make Up,True,https://www.whosampled.com/Dua-Lipa/Kiss-and-Make-Up/,2018,0,0,5,0,1,0,13hvHEstJ4sNbzdroPrPI3,59,190560,0.675,0.729,0.146,0.0557,0.0,-4.383,0.189,0.63,dance
Weezer,Africa,True,https://www.whosampled.com/Weezer/Africa/,2018,2,0,2,1,1,0,3ZPKocroJIcnHGcnJVlLKD,59,238626,0.534,0.784,0.0339,0.205,0.00579,-3.59,0.106,0.6,power-pop
Bebe Rexha;Florida Georgia Line,Meant to Be,True,https://www.whosampled.com/Bebe-Rexha/Meant-to-Be/,2017,3,0,11,0,0,0,5TFjvC8B1O4l8lO9GKBOOk,0,164640,0.641,0.783,0.0999,0.0467,0.0,-6.586,0.0634,0.558,dance
Florida Georgia Line,Simple,True,https://www.whosampled.com/Florida-Georgia-Line/Simple/,2019,0,0,3,0,0,0,4L9Ds4mpD3SuYoWwFUlv16,73,185200,0.362,0.882,0.0973,0.0791,0.0,-3.717,0.15,0.864,country
Charlie Puth,The Way I Am,True,https://www.whosampled.com/Charlie-Puth/The-Way-I-Am/,2018,0,0,1,0,3,0,6BJ98GYC2njuEOqg1y3ss3,0,186080,0.755,0.77,0.187,0.312,2.34e-06,-5.658,0.0628,0.642,dance
Machine Gun Kelly,RAP DEVIL,True,https://www.whosampled.com/Machine-Gun-Kelly/RAP-DEVIL/,2018,3,0,2,0,0,0,7hgxdDJAyaQKsGl9ZquRsh,0,286117,0.895,0.839,0.227,0.217,2.89e-06,-4.51,0.239,0.754,hip-hop
Ed Sheeran,Perfect,True,https://www.whosampled.com/Ed-Sheeran/Perfect/,2017,7,0,87,0,2,0,0tgVpDi06FyKpA1z0VMD4v,87,263400,0.599,0.448,0.0232,0.163,0.0,-6.312,0.106,0.168,pop
Drake,God's Plan,True,https://www.whosampled.com/Drake/God%27s-Plan/,2018,25,0,23,0,0,0,6DCZcSspjsKoFjzjrWoCdn,84,198973,0.754,0.449,0.109,0.0332,8.29e-05,-9.211,0.552,0.357,hip-hop
Travis Scott,STARGAZING,True,https://www.whosampled.com/Travis-Scott/STARGAZING/,2018,2,0,3,0,0,0,7wBJfHzpfI3032CSD7CE2m,75,270714,0.487,0.789,0.044,0.00947,4.05e-06,-3.69,0.189,0.0564,house
Wiz Khalifa;Swae Lee,Hopeless Romantic,True,https://www.whosampled.com/Wiz-Khalifa/Hopeless-Romantic/,2018,0,0,1,0,4,0,5QNFpjUpjZ2X9YgzIdDDhy,0,226742,0.877,0.477,0.0589,0.307,0.0,-7.379,0.0929,0.552,dance
Clean Bandit;Demi Lovato,Solo (feat. Demi Lovato),True,https://www.whosampled.com/Clean-Bandit/Solo/,2018,0,0,3,0,9,0,6kPJZM97LwdG9QIsT7khp6,71,222653,0.737,0.636,0.0437,0.0441,6.66e-05,-4.546,0.35,0.565,edm
Ozuna;Manuel Turizo,Vaina Loca,True,https://www.whosampled.com/Ozuna/Vaina-Loca/,2018,0,0,0,0,0,0,48zFZh27QU5qsrBjn4C2FA,74,176133,0.754,0.805,0.0752,0.315,0.0,-4.249,0.203,0.555,latino
Brett Young,Mercy,True,https://www.whosampled.com/Brett-Young/Mercy/,2018,0,0,1,0,0,0,63jfUirW2IkypzR5BYiV8Q,2,217120,0.638,0.367,0.0266,0.84,0.0,-7.906,0.0999,0.219,country
Bazzi,Mine,True,https://www.whosampled.com/Bazzi/Mine/,2017,3,0,9,0,5,0,7uzmGiiJyRfuViKKK3lVmR,76,131064,0.71,0.789,0.0722,0.0161,2.77e-06,-3.874,0.451,0.717,dance
BTS;Nicki Minaj,IDOL,True,https://www.whosampled.com/BTS/IDOL/,2018,1,0,3,0,1,0,54azQnjuDYDFfImXimGFsA,64,260233,0.708,0.857,0.0827,0.00219,0.0,-3.394,0.103,0.449,k-pop
Marshmello;Anne-Marie,FRIENDS,True,https://www.whosampled.com/Marshmello/FRIENDS/,2018,5,0,12,0,7,0,08bNPGLD8AhKpnnERrAc6G,79,202620,0.626,0.88,0.0504,0.205,0.0,-2.384,0.128,0.534,dance
Camila Cabello,Never Be the Same,True,https://www.whosampled.com/Camila-Cabello/Never-Be-the-Same/,2017,2,0,10,0,0,0,4eWQlBRaTjPPUlzacqEeoQ,74,226973,0.637,0.713,0.0747,0.181,0.000637,-4.333,0.137,0.243,dance
Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),True,https://www.whosampled.com/Calvin-Harris/One-Kiss/,2018,4,0,10,0,7,0,7ef4DlsgrMEH11cDZd32M6,89,214846,0.791,0.862,0.11,0.037,2.19e-05,-3.24,0.0814,0.592,dance
XXXTENTACION,Moonlight,True,https://www.whosampled.com/XXXTENTACION/Moonlight/,2018,15,0,3,0,0,0,0JP9xo3adEtGSdUEISiszL,83,135090,0.921,0.537,0.0804,0.556,0.00404,-5.723,0.102,0.711,emo
XXXTENTACION,changes,True,https://www.whosampled.com/XXXTENTACION/changes/,2018,7,0,3,0,0,0,7AFASza1mXqntmGtbxXprO,80,121886,0.669,0.308,0.029,0.883,0.0,-10.068,0.0984,0.52,emo
Zedd;Elley Duhé,Happy Now,True,https://www.whosampled.com/Zedd/Happy-Now/,2018,2,0,7,0,5,0,6dRFbn4xqPuz3LOypGiM5z,0,207029,0.503,0.74,0.0472,0.577,1.39e-06,-5.128,0.0712,0.457,electro
Shawn Mendes,In My Blood,True,https://www.whosampled.com/Shawn-Mendes/In-My-Blood/,2018,0,0,12,0,0,0,1S8p6YMo8zaxRXlx1XzzgZ,0,211360,0.622,0.711,0.0665,0.0573,0.0,-7.321,0.13,0.487,dance
Alessia Cara,Growing Pains,True,https://www.whosampled.com/Alessia-Cara/Growing-Pains/,2018,0,0,0,0,9,0,7MvUTgehqKITlwxPTNfPuU,0,196533,0.354,0.753,0.743,0.0836,0.0,-6.274,0.314,0.455,electro
Cardi B,Be Careful,True,https://www.whosampled.com/Cardi-B/Be-Careful/,2018,2,0,3,0,0,0,3VTQZWhvI8cwzjoSAJzcED,0,210787,0.835,0.561,0.4,0.0264,0.0,-8.248,0.095,0.499,dance
Travis Scott,CAN'T SAY,True,https://www.whosampled.com/Travis-Scott/CAN%27T-SAY/,2018,1,0,0,0,0,0,27a1mYSG5tYg7dmEjWBcmL,76,198408,0.702,0.708,0.0547,0.201,0.0,-5.366,0.118,0.713,house
Travis Scott,NO BYSTANDERS,True,https://www.whosampled.com/Travis-Scott/NO-BYSTANDERS/,2018,5,0,0,0,0,0,6OaVWaGfhXn70ZJfdVcabn,73,218283,0.731,0.811,0.0712,0.0204,0.0,-3.225,0.411,0.426,house
Travis Scott,5% TINT,True,https://www.whosampled.com/Travis-Scott/5%-TINT/,2018,1,0,0,0,0,0,11kDth1aKUEUMq9r1pqyds,79,196138,0.712,0.481,0.0487,0.173,0.0,-5.415,0.241,0.062,house
Jason Mraz,Have It All,True,https://www.whosampled.com/Jason-Mraz/Have-It-All/,2018,0,0,2,0,0,0,7BXW1QCg56yzEBV8pW8pah,65,226106,0.643,0.638,0.0407,0.204,0.0,-4.947,0.0707,0.6,acoustic
Travis Scott,SKELETONS,True,https://www.whosampled.com/Travis-Scott/SKELETONS/,2018,1,0,1,0,0,0,6NMtzpDQBTOfJwMzgMX0zl,72,145588,0.46,0.686,0.0367,0.00146,0.0,-5.948,0.375,0.252,house
Travis Scott,ASTROTHUNDER,True,https://www.whosampled.com/Travis-Scott/ASTROTHUNDER/,2018,3,0,0,0,0,0,4MXhiYIRDMGAuvZc5IFTwC,74,142969,0.7,0.46,0.0661,0.142,4.81e-05,-8.111,0.111,0.286,house
Travis Scott,BUTTERFLY EFFECT,True,https://www.whosampled.com/Travis-Scott/BUTTERFLY-EFFECT/,2017,10,0,2,0,0,0,2cYqizR4lgvp4Qu6IQ3qGN,79,190557,0.763,0.628,0.05,0.0531,0.0,-5.85,0.114,0.193,house
Imagine Dragons,Whatever It Takes,True,https://www.whosampled.com/Imagine-Dragons/Whatever-It-Takes/,2017,1,0,5,0,2,0,6Qn5zhYkTa37e91HC1D7lb,81,201240,0.672,0.655,0.0311,0.0362,0.0,-5.021,0.117,0.556,rock
Lil Dicky;Chris Brown,Freaky Friday (feat. Chris Brown),True,https://www.whosampled.com/Lil-Dicky/Freaky-Friday/,2018,1,0,1,0,0,0,6dbSBQXCctYSVryynHXaZ4,45,216631,0.755,0.599,0.224,0.147,0.0,-5.042,0.109,0.755,comedy
A$AP Rocky;Skepta,Praise The Lord (Da Shine) (feat. Skepta),False,,2018,1,0,4,0,0,0,7ycWLEP1GsNjVvcjawXz3z,82,205040,0.854,0.569,0.106,0.0609,0.0816,-8.151,0.1,0.294,hip-hop
The Weeknd,Call Out My Name,True,https://www.whosampled.com/The-Weeknd/Call-Out-My-Name/,2018,2,0,9,0,0,0,09mEdoA6zrmBPgTEN5qXmN,89,228373,0.461,0.593,0.0356,0.17,0.0,-4.954,0.307,0.175,pop
Martin Garrix;Khalid,Ocean (feat. Khalid),True,https://www.whosampled.com/Martin-Garrix/Ocean/,2018,0,0,1,0,14,0,3nc420PXjTdBV5TN0gCFkS,69,216419,0.506,0.693,0.0412,0.584,9.58e-05,-7.265,0.0891,0.221,edm
Nicky Jam;J Balvin,X,True,https://www.whosampled.com/Nicky-Jam/X/,2018,2,0,0,0,1,0,5YUyW9opqNsMSEzzecZih1,74,172854,0.594,0.749,0.056,0.0338,0.00106,-5.298,0.3,0.694,latin
Wiz Khalifa;Lil Skies,Fr Fr,True,https://www.whosampled.com/Wiz-Khalifa/Fr-Fr/,2018,0,0,0,0,0,0,4lGSIRb6BlkjdudJ7T41Ai,0,195590,0.914,0.497,0.202,0.114,2.9e-05,-7.488,0.282,0.324,dance
Bad Wolves,Zombie,True,https://www.whosampled.com/Bad-Wolves/Zombie/,2018,0,0,0,1,0,0,1vNoA9F5ASnlBISFekDmg3,69,254805,0.448,0.826,0.0319,0.00756,0.0,-3.244,0.117,0.19,alternative
XXXTENTACION,Jocelyn Flores,True,https://www.whosampled.com/XXXTENTACION/Jocelyn-Flores/,2017,5,0,3,0,0,0,7m9OqQk4RVRkw9JJdeAw96,84,119133,0.872,0.391,0.242,0.469,4.13e-06,-9.144,0.297,0.437,emo
XXXTENTACION,Everybody Dies In Their Nightmares,True,https://www.whosampled.com/XXXTENTACION/Everybody-Dies-In-Their-Nightmares/,2017,2,0,1,0,0,0,3GVkPk8mqxz0itaAriG1L7,85,95466,0.734,0.57,0.133,0.847,2.14e-05,-7.066,0.112,0.689,emo
XXXTENTACION,the remedy for a broken heart (why am I so in love),True,https://www.whosampled.com/XXXTENTACION/the-remedy-for-a-broken-heart/,2017,0,0,1,0,0,0,4UKCKdYiLN6IMA5ZESUTL7,79,160184,0.699,0.304,0.0993,0.779,0.000993,-11.192,0.137,0.271,emo
Kane Brown,Heaven,True,https://www.whosampled.com/Kane-Brown/Heaven/,2017,0,0,2,0,0,0,1HXy5I3HTWq8OvxCn0z7G7,73,179506,0.677,0.556,0.0306,0.263,0.0,-6.544,0.105,0.521,country
Camila Cabello;Young Thug,Havana (feat. Young Thug),True,https://www.whosampled.com/Camila-Cabello/Havana/,2017,16,0,39,0,1,0,1rfofaqEpACxVEHIZBJe6W,80,217306,0.765,0.523,0.03,0.184,3.56e-05,-4.333,0.132,0.394,dance
Dua Lipa,New Rules,True,https://www.whosampled.com/Dua-Lipa/New-Rules/,2017,8,0,27,0,7,0,2ekn2ttSfGqwhhate0LSR0,81,209320,0.762,0.7,0.0694,0.00261,1.56e-05,-6.021,0.153,0.608,dance
Daddy Yankee,Dura,True,https://www.whosampled.com/Daddy-Yankee/Dura/,2018,0,0,2,0,1,0,0bhhXULPNfCsVhZp35HrC3,0,200480,0.783,0.84,0.051,0.174,0.0,-3.416,0.412,0.838,hip-hop
XXXTENTACION,Hope,True,https://www.whosampled.com/XXXTENTACION/Hope/,2018,2,0,0,0,0,0,2ZRo7axmMPeSVUvDbGkJah,86,110886,0.592,0.457,0.0603,0.661,0.000331,-6.081,0.146,0.225,emo
6ix9ine;DJ SpinKing,TATI,True,https://www.whosampled.com/6ix9ine/TATI/,2017,2,0,1,0,0,0,78MLMKaMyZvRUKUyVhyRi0,62,154565,0.779,0.767,0.258,0.00214,0.0,-5.462,0.102,0.523,emo
BTS,FAKE LOVE,True,https://www.whosampled.com/BTS/FAKE-LOVE/,2018,2,0,10,0,2,0,6m1TWFMeon7ai9XLOzdbiR,76,242333,0.557,0.719,0.0371,0.00267,0.0,-4.515,0.306,0.345,k-pop
XXXTENTACION,NUMB,True,https://www.whosampled.com/XXXTENTACION/NUMB/,2018,0,0,0,0,0,0,01TnVDiet1DFTsyWKUKovl,75,186267,0.414,0.416,0.0251,0.1,0.179,-8.024,0.131,0.196,emo
なとり,Overdose,False,,2018,0,0,1,0,0,0,2Dzzhb1oV5ckgOjWZLraIB,78,197093,0.733,0.598,0.0377,0.0307,1.7e-05,-9.453,0.218,0.831,j-pop
Kygo;Imagine Dragons,Born To Be Yours,True,https://www.whosampled.com/Kygo/Born-To-Be-Yours/,2018,0,0,2,0,0,0,0kHyKhJMukHEPfeh8s7rdM,70,193320,0.688,0.688,0.0357,0.3,0.0,-5.84,0.0982,0.451,edm
BLACKPINK,DDU-DU DDU-DU,True,https://www.whosampled.com/BLACKPINK/DDU-DU-DDU-DU/,2018,4,0,4,0,1,0,69BIczdH6QMnFx7dsSssN8,71,209355,0.671,0.859,0.0833,0.0313,0.0,-3.922,0.267,0.39,k-pop
Dua Lipa,IDGAF,True,https://www.whosampled.com/Dua-Lipa/IDGAF/,2017,3,0,10,0,8,0,76cy1WJvNGJTj78UqeA5zr,80,217946,0.836,0.544,0.0943,0.0403,0.0,-5.975,0.0824,0.51,dance
Jordan Davis,Singles You Up,True,https://www.whosampled.com/Jordan-Davis/Singles-You-Up/,2018,0,0,5,0,0,0,1nSYUQngGS5foiagiilbYU,0,182693,0.634,0.903,0.0323,0.0465,0.0,-3.588,0.255,0.559,country
Kendrick Lamar;SZA,All The Stars (with SZA),True,https://www.whosampled.com/Kendrick-Lamar/All-The-Stars/,2018,0,0,11,0,0,0,3GCdLUSnKSMJhs4Tj6CV3s,83,232186,0.698,0.633,0.0597,0.0605,0.000194,-4.946,0.0926,0.552,hip-hop
