artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre,tsne_x,tsne_y
Gym Class Heroes;Adam Levine,Stereo Hearts (feat. Adam Levine),True,https://www.whosampled.com/Gym-Class-Heroes/Stereo-Hearts/,2011,4,0,14,0,1,0,0qOnSQQF0yzuPWsXrQ9paz,82,210960,64.60000000000001,79.5,9.76,3.19,0.0,90.10482180293502,26.700000000000003,79.60000000000001,dance,-12.01934,6.8943253
Hot Chelle Rae;New Boyz,I Like It Like That (feat. New Boyz),True,https://www.whosampled.com/Hot-Chelle-Rae/I-Like-It-Like-That/,2011,0,0,0,0,0,0,6eFahAdQgABBj1XOM99cBG,63,188200,74.2,78.4,5.52,3.08,0.0,80.01863498718845,35.4,65.0,punk-rock,-23.940512,-29.38165
Lady A,Just A Kiss,True,https://www.whosampled.com/Lady-A/Just-A-Kiss/,2011,0,0,0,0,0,0,2OXidlnDThZR3zf36k6DVL,64,218840,59.3,63.9,3.0700000000000003,44.6,0.0,78.30421616585139,9.98,33.2,country,41.136765,-12.87166
The Fray,Heartbeat,True,https://www.whosampled.com/The-Fray/Heartbeat/,2011,0,0,1,0,0,0,2atYprr9JsQaLynGhrWhld,53,220693,45.8,82.1,3.34,0.0594,0.00946,81.79827626368507,16.1,32.300000000000004,piano,-67.515884,-23.819948
Eric Church,Drink In My Hand,True,https://www.whosampled.com/Eric-Church/Drink-In-My-Hand/,2011,0,0,2,0,0,0,3RzDfzK5TNMfVvQRTfJmxz,0,191306,62.6,91.3,3.17,0.635,0.0,84.7053342650827,29.3,94.6,country,-16.637356,9.764175
Hunter Hayes,Storm Warning,True,https://www.whosampled.com/Hunter-Hayes/Storm-Warning/,2010,8,0,11,0,2,0,1r69MJnTryDGcWkfuqVPVH,0,239906,48.3,84.39999999999999,8.33,3.31,0.0,79.26391800605637,13.3,77.2,country,-17.95275,14.797124
Cobra Starship;Sabi,You Make Me Feel... (feat. Sabi),True,https://www.whosampled.com/Cobra-Starship/You-Make-Me-Feel/,2010,16,0,23,0,5,0,16Of7eeW44kt0a1M0nitHM,71,215693,66.8,85.7,5.35,1.91,0.000671,91.73072443512696,3.85,74.8,punk,-35.80853,5.908063
Foster The People,Pumped Up Kicks,True,https://www.whosampled.com/Foster-The-People/Pumped-Up-Kicks/,2010,32,0,46,0,10,0,7w87IxuO7BDcJ3YUqCyMTT,84,239600,73.3,71.0,2.92,14.499999999999998,11.5,78.19706498951781,9.56,96.5,indie,0.7294114,37.186737
Glee Cast,Without You,True,https://www.whosampled.com/Glee-Cast/Without-You/,2011,0,0,1,0,0,0,7GeYvtNRnQc8WmHZXz2set,46,210586,46.7,74.9,5.25,14.9,0.000744,77.09294199860238,8.649999999999999,9.75,club,-78.51631,-26.864378
Nickelback,When We Stand Together,True,https://www.whosampled.com/Nickelback/When-We-Stand-Together/,2011,0,0,3,0,0,0,4bCOAuhvjsxbVBM5MM8oik,67,190786,44.6,90.0,4.89,0.0102,0.0018899999999999,88.94945259725134,4.04,88.0,grunge,-18.80989,17.22305
Daughtry,Crawling Back To You,True,https://www.whosampled.com/Daughtry/Crawling-Back-To-You/,2011,0,0,1,0,0,0,571pa5LGKPGLNTLcobbrgr,50,225440,42.6,90.8,5.04,0.6859999999999999,0.0,89.43396226415094,16.7,16.0,grunge,-69.621796,-32.132725
Jason Derulo,It Girl,True,https://www.whosampled.com/Jason-Derulo/It-Girl/,2011,0,0,6,0,3,0,5itzMvVywRJScC9DUyHpzZ,0,192200,66.7,71.8,6.05,1.65,0.0,83.382250174703,10.4,34.5,dance,-58.24038,5.6777797
Justin Bieber,Mistletoe,True,https://www.whosampled.com/Justin-Bieber/Mistletoe/,2011,0,0,28,0,0,0,0GPeyv1Oj1LbqyFJHM3j4C,2,183066,62.3,66.8,5.3100000000000005,47.5,0.0,71.52108082925693,8.62,82.3,pop,36.79056,24.578379
Justin Bieber;Busta Rhymes,Drummer Boy,True,https://www.whosampled.com/Justin-Bieber/Drummer-Boy/,2011,0,0,1,1,0,0,1G1Z9hpmbR5yRBBFRzu5D3,0,225333,75.2,85.0,8.19,2.5,0.0131,66.65269042627533,14.9,49.1,pop,-29.232065,-17.571327
Glee Cast,We Are Young,True,https://www.whosampled.com/Glee-Cast/We-Are-Young/,2011,0,0,0,1,0,0,1zugfOhn6BebboqGcpUlba,50,249773,37.8,55.400000000000006,4.97,5.04,0.0,77.09294199860238,19.9,52.3,club,-22.876616,-6.45729
Glee Cast,Do They Know It's Christmas?,True,https://www.whosampled.com/Glee-Cast/Do-They-Know-It%27s-Christmas/,2011,0,0,0,1,0,0,1DvYAcGqkmL2ZIxaHk8Alb,17,205360,49.7,73.1,3.27,0.0849999999999999,0.000696,80.16305613789892,26.1,55.8,club,-20.959116,-2.328679
Glee Cast,Survivor / I Will Survive,True,https://www.whosampled.com/Glee-Cast/Survivor--I-Will-Survive/,2010,0,0,1,0,0,0,6m2qba8pt0oa13nBLA2Nt2,54,208573,56.3,91.3,22.5,0.773,0.0,85.02212904728627,12.7,31.1,club,-58.142326,-14.81884
Glee Cast,I Kissed A Girl,True,https://www.whosampled.com/Glee-Cast/I-Kissed-A-Girl/,2010,0,0,2,0,0,0,3MLWx8r8WhUAn0WDCtiBFy,49,179946,68.7,75.6,5.96,0.335,0.0,88.66992778942465,6.63,62.3,club,-10.364456,-13.385679
Glee Cast,Rumour Has It / Someone Like You,True,https://www.whosampled.com/Glee-Cast/Rumour-Has-It--Someone-Like-You/,2010,1,0,5,0,1,0,5iYUt3rsgrGFU0nugdhYwj,54,207946,64.0,89.60000000000001,7.9,27.500000000000004,0.0,90.44025157232704,14.7,75.1,club,10.010058,3.12734
OneRepublic,Good Life,True,https://www.whosampled.com/OneRepublic/Good-Life/,2010,2,0,11,0,2,0,07WYO7Aayv3woZrmGeXbwT,3,255693,63.6,70.8,5.12,8.18,0.0,72.56929885860703,11.7,66.2,piano,1.562887,11.603217
The Band Perry,If I Die Young,True,https://www.whosampled.com/The-Band-Perry/If-I-Die-Young/,2010,10,0,13,0,0,0,4aY0tZIaboefmkBEsjAovI,65,222773,60.6,49.7,2.77,34.8,0.0,74.6470999301188,27.500000000000004,36.2,country,56.153564,-13.294222
Nickelback,Lullaby,True,https://www.whosampled.com/Nickelback/Lullaby/,2011,0,0,2,0,0,0,2vBiZ7nBe0OqTZKWGP0s4K,64,228106,50.8,83.2,3.2,0.0372,0.0,84.97088283251806,8.59,40.400000000000006,grunge,-62.657578,-18.780737
Britney Spears,Criminal,True,https://www.whosampled.com/Britney-Spears/Criminal/,2011,7,0,2,0,2,0,6T689Jvh5KrSXyaPtUWZtQ,72,225080,69.6,73.4,2.98,4.8500000000000005,0.0,80.78266946191475,18.3,71.1,dance,-14.803683,32.186893
Glee Cast,Uptown Girl,True,https://www.whosampled.com/Glee-Cast/Uptown-Girl/,2011,0,0,1,0,0,0,5iaPhRuBYqeCHbCOpOlvx5,46,180706,61.8,64.3,2.97,56.89999999999999,0.0,86.41043559282554,44.3,72.2,club,44.506393,11.263764
Katy Perry,Last Friday Night (T.G.I.F.),True,https://www.whosampled.com/Katy-Perry/Last-Friday-Night/,2011,1,0,3,0,0,0,3kxjFpTR85S7ktQMluiRSD,0,230720,65.0,81.69999999999999,4.41,0.124,0.00114,87.62170976007454,65.8,72.8,dance,-29.155706,-49.980415
Hot Chelle Rae,Tonight Tonight,True,https://www.whosampled.com/Hot-Chelle-Rae/Tonight-Tonight/,2011,2,0,6,0,1,0,2i0AUcEnsDm3dsqLrFWUCq,73,200466,68.60000000000001,78.3,11.9,7.64,0.0,82.25949219659911,16.3,81.39999999999999,punk-rock,-7.8212276,8.059955
Glee Cast;Darren Criss,Last Friday Night (feat. Darren Criss),True,https://www.whosampled.com/Glee-Cast/Last-Friday-Night/,2011,3,0,14,0,3,0,0Y1JthFAUbcqmNxEMAklOe,43,228066,65.7,85.2,3.69,0.292,0.0,86.62007919869555,12.3,79.2,club,-32.70991,5.9359107
Lady Gaga,The Edge Of Glory,True,https://www.whosampled.com/Lady-Gaga/The-Edge-Of-Glory/,2011,6,0,29,0,7,0,0ZcATDHTa1c128KqmVUk2j,3,320626,58.3,76.6,4.08,0.0348,1.25,75.30398322851154,10.8,39.5,dance,-58.64272,1.1938183
Sean Paul;Alexis Jordan,Got 2 Luv U (feat. Alexis Jordan),True,https://www.whosampled.com/Sean-Paul/Got-2-Luv-U/,2011,2,0,0,0,0,0,62pSYErgGri97X9aIyBzHm,65,196640,60.5,79.3,29.7,8.25,0.0,91.07849988353134,12.4,64.7,dancehall,-9.948207,-33.567005
China Anne McClain,Calling All the Monsters,True,https://www.whosampled.com/China-Anne-McClain/Calling-All-the-Monsters/,2011,1,0,2,0,0,0,0QTUoI90fBFdKkd4h8fsOu,64,206506,56.10000000000001,82.6,9.72,0.289,0.0,78.2296762170976,43.2,49.9,disney,-35.344494,-36.24294
blink-182,After Midnight,True,https://www.whosampled.com/blink-182/After-Midnight/,2011,0,0,4,0,0,0,29bWDkf8qtCmsvDWOW55CJ,58,206866,54.1,88.9,4.9,0.642,0.00171,86.82506405776846,2.0,90.2,punk-rock,-17.264978,18.32158
Foo Fighters,Walk,True,https://www.whosampled.com/Foo-Fighters/Walk/,2011,1,0,10,0,0,0,76Je5Wklky23mVoxiRszcN,70,255960,23.4,86.5,5.16,0.00362,0.0532,81.54204518984393,28.9,19.4,grunge,-61.2705,-37.29454
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),True,https://www.whosampled.com/David-Guetta/Where-Them-Girls-At/,2011,5,0,1,0,6,0,7ks6AZmFcm3Y6PGGxGSmlB,73,194840,66.60000000000001,87.6,4.14,5.5,0.0,91.106452364314,25.9,55.2,edm,-29.110355,-23.236479
Jennifer Lopez;Pitbull,On The Floor,True,https://www.whosampled.com/Jennifer-Lopez/On-The-Floor/,2011,14,0,15,0,14,0,3C0nOe05EIt1390bVABLyN,79,284866,73.0,77.7,4.96,10.5,0.0478,81.24854414162591,6.909999999999999,57.49999999999999,dance,-11.910773,-17.761889
Katy Perry,E.T.,True,https://www.whosampled.com/Katy-Perry/ET/,2011,0,0,0,0,0,0,5xKcFztsY2wre2TMXxa8s8,0,206373,60.3,86.3,7.729999999999999,1.78,0.0,80.18169112508734,38.9,73.1,dance,-19.106344,2.3922412
Luke Bryan,Country Girl (Shake It For Me),True,https://www.whosampled.com/Luke-Bryan/Country-Girl/,2011,0,0,0,0,0,0,43WFp6WBAvNgc7iaFFEUJp,2,225560,64.4,90.4,4.64,2.95,0.0,84.33263452131376,8.34,67.2,country,-34.91818,-2.1876156
Christina Perri,arms,True,https://www.whosampled.com/Christina-Perri/arms/,2011,0,0,1,0,1,0,1Kl6QcGWVECHMfjqrQux5V,0,261213,46.3,75.5,6.34,11.0,0.000489,71.69811320754718,10.3,25.2,rock,-73.35957,-17.82065
Five Finger Death Punch,Under and Over It,True,https://www.whosampled.com/Five-Finger-Death-Punch/Under-and-Over-It/,2011,0,0,3,0,2,0,35aYLuIWeFd7iM7rY3x5GB,57,218133,46.8,99.6,17.9,0.00141,0.0,91.34404845096668,26.0,9.4,groove,-68.15061,-35.316788
Mat Kearney,Ships In The Night,True,https://www.whosampled.com/Mat-Kearney/Ships-In-The-Night/,2011,0,0,1,0,0,0,41XVcLXrmbxiV0mJASJxov,44,255893,44.8,88.5,5.62,11.1,0.000365,87.95248078266947,4.760000000000001,13.4,acoustic,-77.45108,-27.429907
Selena Gomez & The Scene,Who Says,True,https://www.whosampled.com/Selena-Gomez/Who-Says/,2010,0,0,0,0,0,0,3TcL0dyCMyr0kyTTc4NLgI,77,195613,68.2,92.7,4.79,8.43,0.0,91.8658280922432,14.9,74.4,dance,-32.969383,1.4318703
Enrique Iglesias;Usher,Dirty Dancer,True,https://www.whosampled.com/Enrique-Iglesias/Dirty-Dancer/,2010,0,0,1,0,1,0,2WOg6FT27iLtN8wetk69nP,55,214453,65.10000000000001,93.9,7.739999999999999,0.604,0.0,88.64663405543908,13.900000000000002,73.3,latin,-33.41419,-1.1682992
Frank Ocean,Novacane,True,https://www.whosampled.com/Frank-Ocean/Novacane/,2011,6,0,3,0,0,0,4osgfFTICMkcGbbigdsa53,81,302346,76.2,50.8,9.19,5.84,0.126,62.99557419054275,16.0,37.0,soul,3.4581718,-22.774916
Katy Perry,Firework,True,https://www.whosampled.com/Katy-Perry/Firework/,2010,27,0,68,0,2,0,4CqnZVnY48DT8Xwv3F3mco,1,227973,63.7,86.7,5.0,14.3,0.0,88.27393431167016,11.0,65.2,dance,1.9578742,4.570979
Linkin Park,Iridescent,True,https://www.whosampled.com/Linkin-Park/Iridescent/,2010,1,0,4,0,0,0,07rz54LA3Y2lagmY0DnChZ,42,296560,48.4,72.7,3.58,19.8,0.204,76.99510831586304,10.7,21.6,alternative,36.723278,-23.57106
Lady Gaga,Born This Way,True,https://www.whosampled.com/Lady-Gaga/Born-This-Way/,2011,11,0,35,0,11,0,69C7u1nZcyZmuZXNNF5U9C,0,260413,58.6,83.5,14.6,0.387,0.0,81.60726764500349,30.4,49.2,dance,-31.63721,-28.416534
Bruno Mars,Just the Way You Are,True,https://www.whosampled.com/Bruno-Mars/Just-the-Way-You-Are/,2010,15,0,79,0,7,0,7BqBn9nzAq8spo5e7cZ0dJ,82,220734,63.5,84.1,4.22,1.34,0.0,80.38667598416028,6.22,42.4,dance,-58.33171,0.31403342
Dr. Dre;Eminem;Skylar Grey,I Need A Doctor,False,,2011,0,0,0,0,0,0,70ATm56tH7OrQ1zurYssz0,72,283733,59.4,94.6,45.2,8.690000000000001,0.0,84.38388073608199,30.6,39.7,funk,-8.642763,-48.371113
Mumford & Sons,The Cave,False,,2011,0,0,1,0,0,0,2F79HavLHwJlfvvJOkkIQD,62,215626,59.2,49.9,3.75,5.36,0.00452,61.360354064756585,11.3,34.599999999999994,folk,-0.82231486,-18.47945
Rascal Flatts,I Won't Let Go,True,https://www.whosampled.com/Rascal-Flatts/I-Won%27t-Let-Go/,2011,0,0,2,0,0,0,2KBudV1Lf6ZDIS9hi60Lc5,52,227760,55.7,40.6,2.78,74.2,0.0,72.44817144188214,11.3,22.2,country,79.294205,-1.9164925
Lady Gaga,Judas,True,https://www.whosampled.com/Lady-Gaga/Judas/,2011,8,0,10,0,10,0,5gwBjRbZSNUk4TJirNvGfG,10,249066,66.10000000000001,93.7,7.439999999999999,0.0967,0.00158,87.6030747728861,35.5,53.5,dance,-35.335518,-32.61625
Don Omar;Lucenzo,Danza Kuduro,True,https://www.whosampled.com/Don-Omar/Danza-Kuduro/,2010,4,0,6,0,2,1,6DXLO8LndZMVOHM0wNbpzg,74,198786,69.89999999999999,91.7,11.5,7.8,0.0,82.63219194036805,6.5,88.9,hip-hop,-4.5251336,17.963984
Glee Cast,Light Up The World,True,https://www.whosampled.com/Glee-Cast/Light-Up-The-World/,2011,0,0,0,0,0,0,1Et2wMhDPqbu5y4sGRt6Ue,43,223653,68.89999999999999,79.60000000000001,4.06,0.0599,0.0,79.95341253202888,12.0,85.6,club,-8.830554,30.248926
Glee Cast,Pretending,True,https://www.whosampled.com/Glee-Cast/Pretending/,2011,0,0,1,0,0,0,2uq0ZXtL4mF5pvZ8LeVIDo,44,237520,47.7,68.7,4.68,29.1,0.0,78.7933845795481,11.8,42.1,club,36.110054,-8.112293
Glee Cast,As Long As You're There,True,https://www.whosampled.com/Glee-Cast/As-Long-As-You%27re-There/,2011,0,0,2,0,0,0,0SSSffzPG01HyGPjFMgQMg,27,256079,35.9,60.1,3.35,23.3,0.0,79.70649895178198,12.7,26.3,club,39.238968,-21.368744
Foo Fighters,Rope,True,https://www.whosampled.com/Foo-Fighters/Rope/,2011,1,0,5,0,1,0,7v0mtl6oInUtHOmTk2b0gC,61,259026,50.7,72.8,3.82,0.00252,0.00741,82.73934311670162,7.249999999999999,53.5,grunge,-31.193626,-7.438361
Glee Cast,Back To Black,True,https://www.whosampled.com/Glee-Cast/Back-To-Black/,2011,0,0,0,0,0,0,3ElRruui1pSlpqr5mLTn4y,46,239306,53.8,72.1,5.34,20.0,0.0337,83.82483112042861,33.2,33.0,club,-28.556553,-39.264313
Glee Cast;Jonathan Groff,Rolling In The Deep (feat. Jonathan Groff),True,https://www.whosampled.com/Glee-Cast/Rolling-In-The-Deep/,2011,0,0,0,1,0,0,460opww0SOGYK2F4Lcv9gz,46,204600,42.0,45.4,4.71,75.3,0.0,77.52620545073374,33.4,65.5,club,66.21389,11.05945
The Lonely Island;Michael Bolton,Jack Sparrow,True,https://www.whosampled.com/The-Lonely-Island/Jack-Sparrow/,2011,1,0,1,0,0,0,3O9nQmCkiA2VUAqQpkJZhD,58,187746,71.8,71.2,22.2,2.25,0.0,81.02492429536454,4.42,42.0,comedy,-4.06795,-39.783047
Glee Cast,Jar Of Hearts,True,https://www.whosampled.com/Glee-Cast/Jar-Of-Hearts/,2011,1,0,5,0,0,0,3GHjSHDeB2Qy5BwGuNAIgD,44,246146,27.700000000000003,40.2,3.1,85.6,0.0,77.66130910785,46.9,16.0,club,88.56644,-5.1885777
Enrique Iglesias;Ludacris;DJ Frank E,Tonight (I'm Lovin' You),True,https://www.whosampled.com/Enrique-Iglesias/Tonight/,2011,2,0,11,0,0,0,79R98MwYRcQZdAzjjzUbiX,51,231293,65.10000000000001,88.4,5.33,2.42,0.000536,86.87631027253668,20.200000000000003,28.5,latin,-68.887695,-9.624271
Adele,Turning Tables,True,https://www.whosampled.com/Adele/Turning-Tables/,2011,5,0,22,0,0,0,2eF2x1BkgilhaZ2AipRY8j,68,250000,35.3,44.6,2.85,95.0,0.0013499999999999,77.28860936408107,13.2,21.1,british,85.84534,-2.4907172
Glee Cast,Don't Stop,True,https://www.whosampled.com/Glee-Cast/Don%27t-Stop/,2011,0,0,0,1,0,0,1JQcgccHr9uIhlj3sUtUTw,25,196933,58.9,87.0,3.2099999999999995,5.57,0.0003,83.13067784765899,20.5,57.7,club,-31.27406,-22.659395
Glee Cast,I Feel Pretty / Unpretty,True,https://www.whosampled.com/Glee-Cast/I-Feel-Pretty--Unpretty/,2010,0,0,7,0,0,0,2kXnOV5df9njPkGKOiYDfr,51,239373,34.300000000000004,48.4,3.61,11.2,0.0,67.37013743303052,12.5,33.6,club,13.465649,-10.157809
Thirty Seconds To Mars,Closer To The Edge,True,https://www.whosampled.com/Thirty-Seconds-To-Mars/Closer-To-The-Edge/,2010,1,0,15,0,0,0,0UZwcRQAk4QR09HtGRZhYC,60,273466,50.2,94.8,12.0,1.01,0.000449,88.1295131609597,8.09,10.2,grunge,-71.57692,-30.842037
Christina Perri,Jar of Hearts,True,https://www.whosampled.com/Christina-Perri/Jar-of-Hearts/,2010,2,0,31,0,0,0,50nSJ4OU2clW8rUnVDEKrC,0,246587,37.3,34.8,3.14,72.8,0.0,76.83205217796413,12.0,8.99,rock,84.08243,-5.4072294
Glee Cast;Darren Criss,Somewhere Only We Know (feat. Darren Criss),True,https://www.whosampled.com/Glee-Cast/Somewhere-Only-We-Know/,2011,0,0,0,1,0,0,7qekEQyGFRim7qNhxzkaLo,65,184653,49.4,55.60000000000001,2.5700000000000003,43.3,0.0,75.87235033775916,9.69,32.5,club,42.424637,-12.521499
Glee Cast,Born This Way,True,https://www.whosampled.com/Glee-Cast/Born-This-Way/,2011,0,0,0,1,0,0,58Q3bM45iawA7RaPJY5c3S,20,239266,51.1,93.9,9.43,0.0163,1.05,77.31190309806661,94.9,17.599999999999998,club,-44.90717,-54.096104
Glee Cast,As If We Never Said Goodbye,True,https://www.whosampled.com/Glee-Cast/As-If-We-Never-Said-Goodbye/,2009,12,0,7,0,5,0,1c7h130PVLDvjuztyMlfSG,25,294933,32.6,26.3,3.75,59.9,0.00023,60.40531097134871,22.1,22.9,club,86.99128,-4.417761
Edward Maya;Vika Jigulina,Stereo Love,True,https://www.whosampled.com/Edward-Maya/Stereo-Love/,2009,25,0,15,0,11,0,6EqWTM2gxDbhqqXfcxdMv8,51,249244,76.3,84.0,3.54,4.51,0.4349999999999999,87.2443512695085,10.4,34.9,house,-60.85519,6.9703946
Sara Ramirez,The Story,False,,2011,0,0,0,0,0,0,3rDfh2uI7DaBUAaBgaUkqH,56,225346,50.4,41.0,2.88,4.38,0.123,78.1458187747496,10.8,13.4,show-tunes,-61.488167,18.6634
Glee Cast,Loser Like Me,True,https://www.whosampled.com/Glee-Cast/Loser-Like-Me/,2011,0,0,0,0,0,0,3iAvTn62s7rvE6hm6fFodt,53,199000,70.1,86.4,6.3100000000000005,0.331,0.0,85.17586769159097,4.21,81.10000000000001,club,-31.504072,7.5089574
Glee Cast,Get It Right,True,https://www.whosampled.com/Glee-Cast/Get-It-Right/,2011,0,0,0,0,0,0,2IIdrejPZuHHFpc3LbTtEK,53,227853,47.1,54.900000000000006,3.15,33.1,0.0,78.9098532494759,7.290000000000001,14.099999999999998,club,41.961113,-17.919022
Glee Cast;Darren Criss,Raise Your Glass (feat. Darren Criss),True,https://www.whosampled.com/Glee-Cast/Raise-Your-Glass/,2011,0,0,0,1,0,0,26K3adqoohq5BQh1K3qhNY,47,198466,75.6,65.9,7.090000000000001,13.5,0.0,79.3897041695784,35.5,86.1,club,-18.680536,31.32125
Glee Cast;Gwyneth Paltrow,Landslide (feat. Gwyneth Paltrow),True,https://www.whosampled.com/Glee-Cast/Landslide/,2011,0,0,0,0,0,0,7LSAtbMWcyKWjIrFOroPhz,49,226760,63.7,41.6,2.69,43.4,0.0,70.06289308176102,13.900000000000002,58.8,club,41.94897,34.80201
Glee Cast,Candles,True,https://www.whosampled.com/Glee-Cast/Candles/,2011,0,0,0,1,0,0,23qGKUIKmNsdISeLogDWuH,17,171360,44.6,42.3,3.66,82.19999999999999,0.0,67.36081993943628,10.5,19.0,club,82.07067,-2.4331367
Linkin Park,Waiting for the End,True,https://www.whosampled.com/Linkin-Park/Waiting-for-the-End/,2010,4,0,5,0,1,0,1EWDtcKzwZqflFqdiN3fyv,42,231680,48.7,96.1,13.2,4.15,0.000115,86.16352201257862,55.3,32.300000000000004,alternative,-45.401226,-49.12032
Sick Puppies,Maybe,True,https://www.whosampled.com/Sick-Puppies/Maybe/,2009,0,0,1,0,0,0,61EWvc5vPvrj1Ir9aeVHEK,46,205253,47.6,92.2,6.09,1.23,0.0,85.35290006988122,25.3,59.1,grunge,-42.868446,-23.369087
The Lonely Island;Akon,I Just Had Sex,True,https://www.whosampled.com/The-Lonely-Island/I-Just-Had-Sex/,2011,0,0,1,0,0,0,5PEleSkK4p4E1sx3x7cOLt,63,166560,61.5,81.10000000000001,14.4,1.88,0.0,85.33892382948987,19.6,80.80000000000001,comedy,-8.677284,6.296259
Glee Cast;Darren Criss,Don't You Want Me (feat. Darren Criss),True,https://www.whosampled.com/Glee-Cast/Don%27t-You-Want-Me/,2011,0,0,0,1,0,0,67lMr5SLliCy6erdyT2RG0,44,213573,73.4,70.6,3.75,0.0596999999999999,0.0276,82.19892848823666,27.3,33.5,club,-66.94405,1.2851533
Mumford & Sons,Little Lion Man,False,,2011,0,0,0,0,0,0,2KrN3MCNztKcSleZgHEj83,68,245173,51.7,49.2,2.72,2.75,0.00319,67.94316328907524,8.73,45.5,folk,-4.603742,-14.457008
Glee Cast,Baby,True,https://www.whosampled.com/Glee-Cast/Baby/,2011,0,0,0,1,0,0,61frbeZKl33hLAeyWGc5Wn,34,215026,74.1,81.69999999999999,9.0,13.3,0.0,79.56207780107151,9.65,56.39999999999999,club,-13.718347,-18.423859
Glee Cast;Gwyneth Paltrow,Forget You (feat. Gwyneth Paltrow),True,https://www.whosampled.com/Glee-Cast/Forget-You/,2010,0,0,0,1,0,0,0so0moYLqkFWE6dquoCOsh,51,221360,67.4,73.9,3.85,7.16,0.0002399999999999,80.0745399487538,15.0,85.1,club,-11.294842,29.541544
Glee Cast,Thriller / Heads Will Roll,True,https://www.whosampled.com/Glee-Cast/Thriller--Heads-Will-Roll/,2011,0,0,0,0,0,0,6FCngfdkfRZ0CwL2eZAgnc,52,216560,63.3,82.19999999999999,7.22,0.8460000000000001,0.0,82.10109480549733,14.099999999999998,63.3,club,-30.728073,1.1154331
Glee Cast;Darren Criss,"Bills, Bills, Bills (feat. Darren Criss)",True,https://www.whosampled.com/Glee-Cast/Bills-Bills-Bills/,2011,0,0,0,0,0,0,67QoEc0mR2OpqNKXgHGHDq,46,180280,83.3,44.1,15.2,39.2,0.0,76.69228977405078,14.9,76.2,club,37.302086,39.435143
Glee Cast,Silly Love Songs,True,https://www.whosampled.com/Glee-Cast/Silly-Love-Songs/,2011,0,0,0,1,0,0,2JzWtF26a8dySdtK2iNIf8,16,153493,50.8,75.2,5.21,43.5,0.0,64.34195201490799,93.9,38.1,club,-26.255083,-58.047405
Glee Cast,Fat Bottomed Girls,True,https://www.whosampled.com/Glee-Cast/Fat-Bottomed-Girls/,2011,0,0,0,1,0,0,71WLu8I7YigziuM35wmsup,18,140546,39.1,89.2,5.45,1.12,0.0,81.09946424411834,73.3,41.4,club,-42.660072,-52.499508
Glee Cast,P.Y.T. (Pretty Young Thing),True,https://www.whosampled.com/Glee-Cast/PYT/,2011,0,0,0,0,0,0,3SmEmQtCTSHSHPRKdRuHli,28,236320,84.7,77.2,6.92,19.6,0.0,83.25646401118101,24.0,91.4,club,13.030487,24.059677
Glee Cast,Need You Now,True,https://www.whosampled.com/Glee-Cast/Need-You-Now/,2011,0,0,0,1,0,0,4kEzw2gtpxUBfgmhTEwIuE,45,217413,55.00000000000001,67.4,2.77,8.81,0.0,80.99697181458187,8.73,24.8,club,-75.415794,-13.50799
Plain White T's,Rhythm Of Love,True,https://www.whosampled.com/Plain-White-T%27s/Rhythm-Of-Love/,2010,1,0,5,0,0,0,1OUxBM6TphEnDh4EQkNRv1,53,200200,53.1,54.900000000000006,3.78,36.3,0.0,68.66526904262754,11.8,68.10000000000001,punk-rock,30.581392,18.276632
OneRepublic,Secrets,True,https://www.whosampled.com/OneRepublic/Secrets/,2009,3,0,14,0,0,0,1NhPKVLsHhFUHIOZ32QnS2,76,224693,51.6,76.4,3.66,7.17,0.0,76.4546936873981,11.5,37.6,piano,-65.43864,-14.879047
Neon Trees,Animal,True,https://www.whosampled.com/Neon-Trees/Animal/,2010,0,0,10,0,2,0,0l4DTppOxy7NUaEcwXuOb6,66,212306,48.2,82.89999999999999,4.37,0.034,0.0,79.46890286512928,37.8,73.9,alt-rock,-21.442514,3.718727
3 Doors Down,When You're Young,True,https://www.whosampled.com/3-Doors-Down/When-You%27re-Young/,2009,2,0,3,0,3,0,6uMPJ3NmW8FfqqNwqjUHrB,50,256013,46.2,77.8,3.1300000000000003,2.26,0.0,85.1106452364314,10.8,21.9,grunge,-75.65301,-22.248285
David Guetta;Kid Cudi,Memories (feat. Kid Cudi),True,https://www.whosampled.com/David-Guetta/Memories/,2009,5,0,7,0,6,0,5xYC48nOppVemY6U5GRGTb,77,210853,54.6,91.6,25.5,0.144,0.000434,87.12788259958072,25.1,37.5,edm,-10.541533,-46.630074
Enrique Iglesias;Pitbull,I Like It,True,https://www.whosampled.com/Enrique-Iglesias/I-Like-It/,2010,5,0,1,0,5,0,7HacCTm33hZYYN8DXpCYuG,64,231373,64.8,94.2,8.780000000000001,2.1,0.0,92.02422548334498,5.94,73.0,latin,-36.55794,-0.98515046
The Black Keys,Tighten Up,True,https://www.whosampled.com/The-Black-Keys/Tighten-Up/,2010,5,0,12,0,0,0,3C542UknrX76XSRXTyQ1Qg,61,211336,51.7,71.1,6.2700000000000005,0.0763,0.000715,78.23899371069183,56.8,58.2,blues,-29.204588,-50.38379
