artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of
Ariana Grande,One Last Time,True,https://www.whosampled.com/Ariana-Grande/One-Last-Time/,2014,10,0,27,0,3,0
Zedd;Selena Gomez,I Want You To Know,True,https://www.whosampled.com/Zedd/I-Want-You-To-Know/,2015,5,0,11,0,5,0
Dillon Francis;DJ Snake,Get Low,True,https://www.whosampled.com/Dillon-Francis/Get-Low/,2014,1,0,1,0,7,0
Hozier,Take Me To Church,True,https://www.whosampled.com/Hozier/Take-Me-To-Church/,2014,6,0,58,0,0,0
Sam Smith,I'm Not The Only One,True,https://www.whosampled.com/Sam-Smith/I%27m-Not-The-Only-One/,2014,5,0,56,0,6,0
Sheppard,Geronimo,True,https://www.whosampled.com/Sheppard/Geronimo/,2014,1,0,6,0,4,0
Fall Out Boy,Centuries,True,https://www.whosampled.com/Fall-Out-Boy/Centuries/,2014,4,0,11,0,3,0
Vance Joy,Riptide,True,https://www.whosampled.com/Vance-Joy/Riptide/,2013,1,0,22,0,3,0
Calvin Harris;Ellie Goulding,Outside (feat. Ellie Goulding),True,https://www.whosampled.com/Calvin-Harris/Outside/,2014,12,0,13,0,2,0
Big Sean;E-40,I Don't Fuck With You,True,https://www.whosampled.com/Big-Sean/I-Don%27t-Fuck/,,0,0,0,0,0,0
Fall Out Boy,Immortals,True,https://www.whosampled.com/Fall-Out-Boy/Immortals/,2014,0,0,9,0,1,0
Maroon 5,Animals,True,https://www.whosampled.com/Maroon-5/Animals/,2014,3,0,18,0,2,0
One Direction,Night Changes,True,https://www.whosampled.com/One-Direction/Night-Changes/,2014,4,0,24,0,1,0
Breaking Benjamin,Failure,True,https://www.whosampled.com/Breaking-Benjamin/Failure/,2015,1,0,5,0,0,0
Sia,Chandelier,True,https://www.whosampled.com/Sia/Chandelier/,2014,6,0,80,0,7,0
OneRepublic,I Lived,True,https://www.whosampled.com/OneRepublic/I-Lived/,2014,1,0,6,0,4,0
Ariana Grande;The Weeknd,Love Me Harder,True,https://www.whosampled.com/Ariana-Grande/Love-Me-Harder/,2014,7,0,24,0,3,0
Florida Georgia Line,Sun Daze,True,https://www.whosampled.com/Florida-Georgia-Line/Sun-Daze/,2014,0,0,1,0,0,0
Tove Lo,Habits (Stay High),True,https://www.whosampled.com/Tove-Lo/Habits/,,0,0,0,0,0,0
Alesso;Tove Lo,Heroes (we could be),True,https://www.whosampled.com/Alesso/Heroes/,,0,0,0,0,0,0
G-Eazy;Remo,I Mean It (feat. Remo),True,https://www.whosampled.com/G-Eazy/I-Mean-It/,2014,2,0,1,0,1,0
MAGIC!,Rude,True,https://www.whosampled.com/MAGIC/Rude/,,0,0,0,0,0,0
David Guetta;Sam Martin,Dangerous,True,https://www.whosampled.com/David-Guetta/Dangerous/,2014,2,0,9,0,7,0
Becky G,Can't Stop Dancin',True,https://www.whosampled.com/Becky-G/Can%27t-Stop-Dancin%27/,2014,0,0,0,0,2,0
One Direction,Steal My Girl,True,https://www.whosampled.com/One-Direction/Steal-My-Girl/,2014,0,0,25,0,2,0
Calvin Harris;John Newman,Blame (feat. John Newman),True,https://www.whosampled.com/Calvin-Harris/Blame/,2014,2,0,18,0,4,0
Milky Chance,Stolen Dance,True,https://www.whosampled.com/Milky-Chance/Stolen-Dance/,2013,3,0,7,0,0,0
Clean Bandit;Jess Glynne,Rather Be (feat. Jess Glynne),True,https://www.whosampled.com/Clean-Bandit/Rather-Be/,2014,15,0,39,0,9,0
I Prevail,Blank Space,True,https://www.whosampled.com/I-Prevail/Blank-Space/,2014,0,0,0,1,0,0
Echosmith,Cool Kids,True,https://www.whosampled.com/Echosmith/Cool-Kids/,2013,5,0,30,0,3,0
Sam Smith,Have Yourself A Merry Little Christmas,True,https://www.whosampled.com/Sam-Smith/Have-Yourself-A-Merry-Little-Christmas/,2014,0,0,0,1,0,0
Little Big Town,Day Drinking,True,https://www.whosampled.com/Little-Big-Town/Day-Drinking/,2014,0,0,3,0,0,0
John Legend,All of Me,True,https://www.whosampled.com/John-Legend/All-of-Me/,2013,7,0,137,0,2,0
Frankie Ballard,Sunshine & Whiskey,False,,,,,,,,
The Script,Superheroes,True,https://www.whosampled.com/The-Script/Superheroes/,2014,0,0,2,0,0,0
Disclosure;Sam Smith,Latch,True,https://www.whosampled.com/Disclosure/Latch/,2012,16,0,32,0,4,0
Tinashe;ScHoolboy Q,2 On (feat. ScHoolboy Q),True,https://www.whosampled.com/Tinashe/2-On/,2014,23,0,3,0,0,0
Katy Perry;Juicy J,Dark Horse,True,https://www.whosampled.com/Katy-Perry/Dark-Horse/,2013,17,0,46,0,3,0
Becky G,Shower,True,https://www.whosampled.com/Becky-G/Shower/,2014,0,0,5,0,2,0
Avicii,The Days,True,https://www.whosampled.com/Avicii/The-Days/,2014,2,0,8,0,2,0
OneRepublic,Counting Stars,True,https://www.whosampled.com/OneRepublic/Counting-Stars/,2013,19,0,59,0,2,0
Jason Derulo;Snoop Dogg,Wiggle,True,https://www.whosampled.com/Jason-Derulo/Wiggle/,2014,6,0,5,0,1,0
OneRepublic,Love Runs Out,True,https://www.whosampled.com/OneRepublic/Love-Runs-Out/,2013,2,0,15,0,3,0
Calvin Harris,Summer,True,https://www.whosampled.com/Calvin-Harris/Summer/,2014,10,0,13,0,3,0
Michael Jackson,Love Never Felt So Good,True,https://www.whosampled.com/Michael-Jackson/Love-Never-Felt-So-Good/,2014,0,0,14,1,6,1
DJ Snake;Lil Jon,Turn Down for What,True,https://www.whosampled.com/DJ-Snake/Turn-Down-for-What/,2013,37,0,6,0,2,0
KONGOS,Come with Me Now,True,https://www.whosampled.com/KONGOS/Come/,,0,0,0,0,0,0
Ingrid Michaelson,Girls Chase Boys,True,https://www.whosampled.com/Ingrid-Michaelson/Girls-Chase-Boys/,,0,0,0,0,0,0
MKTO,Classic,True,https://www.whosampled.com/MKTO/Classic/,2013,0,0,10,0,0,0
Bastille,Pompeii,True,https://www.whosampled.com/Bastille/Pompeii/,2013,15,0,47,0,4,0
Paramore,Ain't It Fun,True,https://www.whosampled.com/Paramore/Ain%27t-It-Fun/,2013,6,0,21,0,4,0
Rixton,Me And My Broken Heart,True,https://www.whosampled.com/Rixton/Me-And-My-Broken-Heart/,2014,3,0,8,0,3,0
Luke Bryan,Play It Again,True,https://www.whosampled.com/Luke-Bryan/Play-It-Again/,2013,0,0,4,0,0,0
American Authors,Best Day Of My Life,True,https://www.whosampled.com/American-Authors/Best-Day-Of-My-Life/,2013,3,0,15,0,2,0
John Legend,You & I (Nobody in the World),True,https://www.whosampled.com/John-Legend/You/,2022,0,0,0,0,0,0
Afrojack;Wrabel,Ten Feet Tall,True,https://www.whosampled.com/Afrojack/Ten-Feet-Tall/,2014,3,0,3,0,6,1
Imagine Dragons,Demons,True,https://www.whosampled.com/Imagine-Dragons/Demons/,2012,5,0,37,0,3,0
Imagine Dragons,On Top Of The World,True,https://www.whosampled.com/Imagine-Dragons/On-Top-Of-The-World/,2012,0,0,10,0,1,0
Lana Del Rey,West Coast,True,https://www.whosampled.com/Lana-Del-Rey/West-Coast/,2014,2,0,11,0,10,0
Sara Bareilles,I Choose You,True,https://www.whosampled.com/Sara-Bareilles/I-Choose-You/,2013,0,0,6,0,0,0
One Direction,Story of My Life,True,https://www.whosampled.com/One-Direction/Story-of-My-Life/,2013,3,0,46,0,0,0
John Mayer,XO,True,https://www.whosampled.com/John-Mayer/XO/,2014,0,0,2,1,0,0
Passenger,Let Her Go,True,https://www.whosampled.com/Passenger/Let-Her-Go/,2012,9,0,60,0,0,0
Shakira;Rihanna,Can't Remember to Forget You (feat. Rihanna),True,https://www.whosampled.com/Shakira/Can%27t-Remember-to-Forget-You/,,0,0,0,0,0,0
The Black Keys,Fever,True,https://www.whosampled.com/The-Black-Keys/Fever/,2014,0,0,1,0,0,0
Ellie Goulding,Burn,True,https://www.whosampled.com/Ellie-Goulding/Burn/,2013,15,0,30,0,6,0
Avicii,Hey Brother,True,https://www.whosampled.com/Avicii/Hey-Brother/,2013,3,0,23,0,2,0
Martin Garrix,Animals,True,https://www.whosampled.com/Martin-Garrix/Animals/,2013,25,0,1,0,7,0
A Great Big World;Christina Aguilera,Say Something,True,https://www.whosampled.com/A-Great-Big-World/Say-Something/,2013,4,0,30,1,0,0
Ty Dolla $ign;B.o.B,Paranoid,False,,,,,,,,
Imagine Dragons,Radioactive,True,https://www.whosampled.com/Imagine-Dragons/Radioactive/,2012,7,0,57,0,3,0
Arctic Monkeys,Do I Wanna Know?,True,https://www.whosampled.com/Arctic-Monkeys/Do-I-Wanna-Know/,,0,0,0,0,0,0
Hillsong UNITED;TAYA,Oceans (Where Feet May Fail),True,https://www.whosampled.com/Hillsong-UNITED/Oceans/,,0,0,0,0,0,0
Bastille,Bad Blood,True,https://www.whosampled.com/Bastille/Bad-Blood/,2012,1,0,1,0,4,0
Sara Bareilles,Brave,True,https://www.whosampled.com/Sara-Bareilles/Brave/,2013,1,0,12,0,0,0
Soko,We Might Be Dead By Tomorrow,True,https://www.whosampled.com/Soko/We-Might-Be-Dead-By-Tomorrow/,,0,0,0,0,0,0
Daughtry,Waiting for Superman,True,https://www.whosampled.com/Daughtry/Waiting-for-Superman/,2013,0,0,2,0,0,0
The 1975,Chocolate,True,https://www.whosampled.com/The-1975/Chocolate/,2013,1,0,13,0,1,0
Cole Swindell,Chillin' It,True,https://www.whosampled.com/Cole-Swindell/Chillin%27-It/,,0,0,0,0,0,0
Eminem,Rap God,True,https://www.whosampled.com/Eminem/Rap-God/,2013,24,0,7,0,1,0
The Fray,Love Don't Die,True,https://www.whosampled.com/The-Fray/Love-Don%27t-Die/,2013,0,0,1,0,0,0
Florida Georgia Line,Stay,True,https://www.whosampled.com/Florida-Georgia-Line/Stay/,2012,0,0,0,1,0,0
Capital Cities,Safe And Sound,True,https://www.whosampled.com/Capital-Cities/Safe-And-Sound/,2013,8,0,17,0,9,0
The Neighbourhood,Sweater Weather,True,https://www.whosampled.com/The-Neighbourhood/Sweater-Weather/,2013,11,0,29,0,4,0
Calvin Harris;Ayah Marar,Thinking About You (feat. Ayah Marar),True,https://www.whosampled.com/Calvin-Harris/Thinking-About-You/,2012,3,0,4,0,7,0
Zedd;Hayley Williams,Stay The Night,True,https://www.whosampled.com/Zedd/Stay-The-Night/,2013,10,0,10,0,7,0
Eli Young Band,Drunk Last Night,True,https://www.whosampled.com/Eli-Young-Band/Drunk-Last-Night/,,0,0,0,0,0,0
Fall Out Boy,Alone Together,True,https://www.whosampled.com/Fall-Out-Boy/Alone-Together/,2013,1,0,5,0,2,0
Enrique Iglesias,Heart Attack,True,https://www.whosampled.com/Enrique-Iglesias/Heart-Attack/,2013,0,0,1,0,0,0
John Mayer;Katy Perry,Who You Love (feat. Katy Perry),True,https://www.whosampled.com/John-Mayer/Who-You-Love/,2013,0,0,4,0,0,0
Lana Del Rey,Summertime Sadness,True,https://www.whosampled.com/Lana-Del-Rey/Summertime-Sadness/,2012,16,0,38,0,14,0
Paramore,Still into You,True,https://www.whosampled.com/Paramore/Still-into-You/,2013,6,0,27,0,5,0
Bon Jovi,Livin' On A Prayer,True,https://www.whosampled.com/Bon-Jovi/Livin%27-On-A-Prayer/,1986,26,0,83,0,0,0
Zedd;Foxes,Clarity,True,https://www.whosampled.com/Zedd/Clarity/,2012,41,0,45,0,15,0
Daft Punk;Pharrell Williams;Nile Rodgers,Get Lucky (feat. Pharrell Williams & Nile Rodgers),True,https://www.whosampled.com/Daft-Punk/Get-Lucky/,2013,30,0,73,0,2,0
Pearl Jam,Sirens,True,https://www.whosampled.com/Pearl-Jam/Sirens/,,0,0,0,0,0,0
Calvin Harris;Ellie Goulding,I Need Your Love (feat. Ellie Goulding),True,https://www.whosampled.com/Calvin-Harris/I-Need-Your-Love/,2012,3,0,16,0,3,0
Phillip Phillips,"Gone, Gone, Gone",True,https://www.whosampled.com/Phillip-Phillips/Gone-Gone-Gone/,,0,0,0,0,0,0
Linkin Park;Steve Aoki,A LIGHT THAT NEVER COMES,True,https://www.whosampled.com/Linkin-Park/A-LIGHT-THAT-NEVER-COMES/,2013,1,0,0,0,6,0
Avicii,You Make Me,True,https://www.whosampled.com/Avicii/You-Make-Me/,2013,2,0,1,0,4,0
Armin van Buuren;Trevor Guthrie,This Is What It Feels Like,True,https://www.whosampled.com/Armin-van-Buuren/This-Is-What-It-Feels-Like/,2013,1,0,6,0,11,0
Sheryl Crow,Easy,True,https://www.whosampled.com/Sheryl-Crow/Easy/,,0,0,0,0,0,0
Marc Anthony,Vivir Mi Vida,True,https://www.whosampled.com/Marc-Anthony/Vivir-Mi-Vida/,2013,2,0,5,1,1,0
Selena Gomez,Come & Get It,True,https://www.whosampled.com/Selena-Gomez/Come/,,0,0,0,0,0,0
Avenged Sevenfold,Hail to the King,True,https://www.whosampled.com/Avenged-Sevenfold/Hail-to-the-King/,2013,0,0,6,0,0,0
Icona Pop;Charli XCX,I Love It (feat. Charli XCX),True,https://www.whosampled.com/Icona-Pop/I-Love-It/,2012,14,0,17,0,16,0
The Lumineers,Ho Hey,True,https://www.whosampled.com/The-Lumineers/Ho-Hey/,2012,3,0,28,0,0,0
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),True,https://www.whosampled.com/Fall-Out-Boy/My-Songs-Know-What-You-Did-In-The-Dark/,,0,0,0,0,0,0
Darius Rucker,Wagon Wheel,True,https://www.whosampled.com/Darius-Rucker/Wagon-Wheel/,2013,0,0,3,1,0,0
Kip Moore,Hey Pretty Girl,True,https://www.whosampled.com/Kip-Moore/Hey-Pretty-Girl/,,0,0,0,0,0,0
David Guetta,Play Hard (feat. Ne-Yo & Akon),True,https://www.whosampled.com/David-Guetta/Play-Hard/,2012,5,0,3,0,1,0
PSY,Gentleman,True,https://www.whosampled.com/PSY/Gentleman/,2013,22,0,10,0,0,0
Tim McGraw;Taylor Swift;Keith Urban,Highway Don't Care,True,https://www.whosampled.com/Tim-McGraw/Highway-Don%27t-Care/,2013,0,0,3,0,0,0
Demi Lovato,Heart Attack,True,https://www.whosampled.com/Demi-Lovato/Heart-Attack/,2013,1,0,24,0,9,0
Nicki Minaj;Lil Wayne,High School,True,https://www.whosampled.com/Nicki-Minaj/High-School/,2012,1,0,0,0,0,0
Krewella,Live for the Night,True,https://www.whosampled.com/Krewella/Live-for-the-Night/,2013,2,0,1,0,5,0
Baauer,Harlem Shake,True,https://www.whosampled.com/Baauer/Harlem-Shake/,2012,21,0,2,0,0,0
Krewella,Alive,True,https://www.whosampled.com/Krewella/Alive/,2012,5,0,1,0,6,0
Bruno Mars,Locked out of Heaven,True,https://www.whosampled.com/Bruno-Mars/Locked-out-of-Heaven/,2012,15,0,40,0,5,0
Calvin Harris;Florence Welch,Sweet Nothing (feat. Florence Welch),True,https://www.whosampled.com/Calvin-Harris/Sweet-Nothing/,2012,1,0,8,0,7,0
Swedish House Mafia;John Martin,Don't You Worry Child,True,https://www.whosampled.com/Swedish-House-Mafia/Don%27t-You-Worry-Child/,2012,12,0,48,0,3,0
Mumford & Sons,I Will Wait,False,,,,,,,,
Imagine Dragons,It's Time,True,https://www.whosampled.com/Imagine-Dragons/It%27s-Time/,2012,2,0,19,0,7,0
Justin Bieber;Ludacris,All Around The World,True,https://www.whosampled.com/Justin-Bieber/All-Around-The-World/,2012,1,0,6,0,0,0
Of Monsters and Men,Little Talks,True,https://www.whosampled.com/Of-Monsters-and-Men/Little-Talks/,2011,0,0,13,0,0,0
OneRepublic,If I Lose Myself,True,https://www.whosampled.com/OneRepublic/If-I-Lose-Myself/,2013,3,0,12,0,2,0
Alicia Keys,Girl on Fire,True,https://www.whosampled.com/Alicia-Keys/Girl-on-Fire/,2012,4,0,20,0,2,0
Phillip Phillips,Home,True,https://www.whosampled.com/Phillip-Phillips/Home/,2012,5,0,14,0,0,0
Fall Out Boy,The Phoenix,True,https://www.whosampled.com/Fall-Out-Boy/The-Phoenix/,2013,1,0,2,0,0,0
The Lumineers,Stubborn Love,True,https://www.whosampled.com/The-Lumineers/Stubborn-Love/,2012,0,0,3,0,0,0
The Script;will.i.am,Hall of Fame (feat. will.i.am),True,https://www.whosampled.com/The-Script/Hall-of-Fame/,2012,2,0,14,0,0,0
Hunter Hayes,Wanted,True,https://www.whosampled.com/Hunter-Hayes/Wanted/,2012,0,0,15,0,0,0
Adele,Skyfall,True,https://www.whosampled.com/Adele/Skyfall/,2012,6,0,46,0,7,0
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),True,https://www.whosampled.com/Ne-Yo/Let-Me-Love-You/,,0,0,0,0,0,0
Carly Rae Jepsen,Call Me Maybe,True,https://www.whosampled.com/Carly-Rae-Jepsen/Call-Me-Maybe/,2011,54,0,52,0,4,0
The Lonely Island;Adam Levine;Kendrick Lamar,YOLO,True,https://www.whosampled.com/The-Lonely-Island/YOLO/,2013,0,0,0,0,1,0
Frank Ocean,Thinkin Bout You,True,https://www.whosampled.com/Frank-Ocean/Thinkin-Bout-You/,2012,16,0,29,1,0,0
Ellie Goulding,Lights,True,https://www.whosampled.com/Ellie-Goulding/Lights/,2010,30,0,20,0,13,0
Lifehouse;Natasha Bedingfield,Between The Raindrops,True,https://www.whosampled.com/Lifehouse/Between-The-Raindrops/,,0,0,0,0,0,0
OneRepublic,Feel Again,True,https://www.whosampled.com/OneRepublic/Feel-Again/,2013,2,0,4,0,3,0
Samantha Barks,On My Own,True,https://www.whosampled.com/Samantha-Barks/On-My-Own/,2012,0,0,1,1,0,0
Neon Trees,Everybody Talks,True,https://www.whosampled.com/Neon-Trees/Everybody-Talks/,2011,1,0,5,0,0,0
Owl City;Carly Rae Jepsen,Good Time,True,https://www.whosampled.com/Owl-City/Good-Time/,2012,18,0,22,0,6,0
David Guetta;Sia,Titanium (feat. Sia),True,https://www.whosampled.com/David-Guetta/Titanium/,2011,27,0,75,0,6,0
Maroon 5;Wiz Khalifa,Payphone,True,https://www.whosampled.com/Maroon-5/Payphone/,2012,12,0,59,0,3,0
Jason Mraz,I Won't Give Up,True,https://www.whosampled.com/Jason-Mraz/I-Won%27t-Give-Up/,2012,0,0,43,0,0,0
Matchbox Twenty,She's so Mean,True,https://www.whosampled.com/Matchbox-Twenty/She%27s-so-Mean/,2012,0,0,1,0,3,0
One Direction,What Makes You Beautiful,True,https://www.whosampled.com/One-Direction/What-Makes-You-Beautiful/,2011,12,0,39,0,0,0
The Wanted,Glad You Came,True,https://www.whosampled.com/The-Wanted/Glad-You-Came/,2011,13,0,17,0,3,0
Calvin Harris;Ne-Yo,Let's Go (feat. Ne-Yo),True,https://www.whosampled.com/Calvin-Harris/Let%27s-Go/,2012,5,0,1,0,2,0
Linkin Park,BURN IT DOWN,True,https://www.whosampled.com/Linkin-Park/BURN-IT-DOWN/,2012,2,0,8,0,2,0
Green Day,Oh Love,True,https://www.whosampled.com/Green-Day/Oh-Love/,2012,0,0,1,0,0,0
Grouplove,Tongue Tied,True,https://www.whosampled.com/Grouplove/Tongue-Tied/,2011,5,0,3,0,4,0
NERO,Promises,True,https://www.whosampled.com/NERO/Promises/,2011,2,0,1,0,2,0
The Black Keys,Gold on the Ceiling,True,https://www.whosampled.com/The-Black-Keys/Gold-on-the-Ceiling/,2011,1,0,11,0,0,0
Skrillex;Sirah,Bangarang (feat. Sirah),True,https://www.whosampled.com/Skrillex/Bangarang/,2011,48,0,3,0,0,0
M83,Midnight City,True,https://www.whosampled.com/M83/Midnight-City/,2011,26,0,6,0,5,0
Linkin Park,LOST IN THE ECHO,True,https://www.whosampled.com/Linkin-Park/LOST-IN-THE-ECHO/,2012,2,0,0,0,1,0
Adele,Set Fire to the Rain,True,https://www.whosampled.com/Adele/Set-Fire-to-the-Rain/,2011,16,0,64,0,2,0
Adele,Rumour Has It,True,https://www.whosampled.com/Adele/Rumour-Has-It/,2011,3,0,7,0,0,0
Flo Rida,Good Feeling,True,https://www.whosampled.com/Flo-Rida/Good-Feeling/,2011,8,0,6,0,8,0
Snoop Dogg;Wiz Khalifa;Bruno Mars,"Young, Wild & Free",True,https://www.whosampled.com/Snoop-Dogg/Young-Wild/,,0,0,0,0,0,0
Christina Perri,A Thousand Years,True,https://www.whosampled.com/Christina-Perri/A-Thousand-Years/,2011,1,0,81,0,1,0
Bruno Mars,It Will Rain,True,https://www.whosampled.com/Bruno-Mars/It-Will-Rain/,2011,3,0,42,0,0,0
Shinedown,Bully,True,https://www.whosampled.com/Shinedown/Bully/,,0,0,0,0,0,0
Adele,Someone Like You,True,https://www.whosampled.com/Adele/Someone-Like-You/,2011,21,0,85,0,0,0
Adele,Rolling in the Deep,True,https://www.whosampled.com/Adele/Rolling-in-the-Deep/,2010,28,0,91,0,1,0
Sean Paul,She Doesn't Mind,True,https://www.whosampled.com/Sean-Paul/She-Doesn%27t-Mind/,2011,3,0,1,0,2,0
Katy Perry,The One That Got Away,True,https://www.whosampled.com/Katy-Perry/The-One-That-Got-Away/,2010,5,0,34,0,7,0
David Guetta;Usher,Without You (feat. Usher),True,https://www.whosampled.com/David-Guetta/Without-You/,2011,6,0,20,0,4,0
The Black Keys,Lonely Boy,True,https://www.whosampled.com/The-Black-Keys/Lonely-Boy/,2011,0,0,14,0,0,0
Selena Gomez & The Scene,Love You Like A Love Song,True,https://www.whosampled.com/Selena-Gomez/Love-You-Like-A-Love-Song/,2011,1,0,0,0,0,0
Young the Giant,Cough Syrup,True,https://www.whosampled.com/Young-the-Giant/Cough-Syrup/,2010,0,0,6,0,1,0
Gym Class Heroes;Adam Levine,Stereo Hearts (feat. Adam Levine),True,https://www.whosampled.com/Gym-Class-Heroes/Stereo-Hearts/,2011,4,0,14,0,1,0
Hot Chelle Rae;New Boyz,I Like It Like That (feat. New Boyz),True,https://www.whosampled.com/Hot-Chelle-Rae/I-Like-It-Like-That/,,0,0,0,0,0,0
Lady A,Just A Kiss,True,https://www.whosampled.com/Lady-A/Just-A-Kiss/,,0,0,0,0,0,0
The Fray,Heartbeat,True,https://www.whosampled.com/The-Fray/Heartbeat/,2011,0,0,1,0,0,0
Eric Church,Drink In My Hand,True,https://www.whosampled.com/Eric-Church/Drink-In-My-Hand/,2011,0,0,2,0,0,0
Hunter Hayes,Storm Warning,True,https://www.whosampled.com/Hunter-Hayes/Storm-Warning/,,0,0,0,0,0,0
Cobra Starship;Sabi,You Make Me Feel... (feat. Sabi),True,https://www.whosampled.com/Cobra-Starship/You-Make-Me-Feel/,,0,0,0,0,0,0
Foster The People,Pumped Up Kicks,True,https://www.whosampled.com/Foster-The-People/Pumped-Up-Kicks/,2010,32,0,46,0,10,0
Glee Cast,Without You,True,https://www.whosampled.com/Glee-Cast/Without-You/,,0,0,0,0,0,0
Nickelback,When We Stand Together,True,https://www.whosampled.com/Nickelback/When-We-Stand-Together/,2011,0,0,3,0,0,0
Daughtry,Crawling Back To You,True,https://www.whosampled.com/Daughtry/Crawling-Back-To-You/,2011,0,0,1,0,0,0
Jason Derulo,It Girl,True,https://www.whosampled.com/Jason-Derulo/It-Girl/,2011,0,0,6,0,3,0
Justin Bieber,Mistletoe,True,https://www.whosampled.com/Justin-Bieber/Mistletoe/,2011,0,0,28,0,0,0
Justin Bieber;Busta Rhymes,Drummer Boy,True,https://www.whosampled.com/Justin-Bieber/Drummer-Boy/,2011,0,0,1,1,0,0
Glee Cast,We Are Young,True,https://www.whosampled.com/Glee-Cast/We-Are-Young/,2011,0,0,0,1,0,0
Glee Cast,Do They Know It's Christmas?,True,https://www.whosampled.com/Glee-Cast/Do-They-Know-It%27s-Christmas/,2011,0,0,0,1,0,0
Glee Cast,Survivor / I Will Survive,True,https://www.whosampled.com/Glee-Cast/Survivor--I-Will-Survive/,,0,0,0,0,0,0
Glee Cast,I Kissed A Girl,True,https://www.whosampled.com/Glee-Cast/I-Kissed-A-Girl/,,0,0,0,0,0,0
Glee Cast,Rumour Has It / Someone Like You,True,https://www.whosampled.com/Glee-Cast/Rumour-Has-It--Someone-Like-You/,,0,0,0,0,0,0
OneRepublic,Good Life,True,https://www.whosampled.com/OneRepublic/Good-Life/,2010,2,0,11,0,2,0
The Band Perry,If I Die Young,True,https://www.whosampled.com/The-Band-Perry/If-I-Die-Young/,2010,10,0,13,0,0,0
Nickelback,Lullaby,True,https://www.whosampled.com/Nickelback/Lullaby/,2011,0,0,2,0,0,0
Britney Spears,Criminal,True,https://www.whosampled.com/Britney-Spears/Criminal/,2011,7,0,2,0,2,0
Glee Cast,Uptown Girl,True,https://www.whosampled.com/Glee-Cast/Uptown-Girl/,,0,0,0,0,0,0
Katy Perry,Last Friday Night (T.G.I.F.),True,https://www.whosampled.com/Katy-Perry/Last-Friday-Night/,,0,0,0,0,0,0
Hot Chelle Rae,Tonight Tonight,True,https://www.whosampled.com/Hot-Chelle-Rae/Tonight-Tonight/,2011,2,0,6,0,1,0
Glee Cast;Darren Criss,Last Friday Night (feat. Darren Criss),True,https://www.whosampled.com/Glee-Cast/Last-Friday-Night/,,0,0,0,0,0,0
Lady Gaga,The Edge Of Glory,True,https://www.whosampled.com/Lady-Gaga/The-Edge-Of-Glory/,2011,6,0,29,0,7,0
Sean Paul;Alexis Jordan,Got 2 Luv U (feat. Alexis Jordan),True,https://www.whosampled.com/Sean-Paul/Got-2-Luv-U/,2011,2,0,0,0,0,0
China Anne McClain,Calling All the Monsters,True,https://www.whosampled.com/China-Anne-McClain/Calling-All-the-Monsters/,2011,1,0,2,0,0,0
blink-182,After Midnight,True,https://www.whosampled.com/blink-182/After-Midnight/,2011,0,0,4,0,0,0
Foo Fighters,Walk,True,https://www.whosampled.com/Foo-Fighters/Walk/,2011,1,0,10,0,0,0
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),True,https://www.whosampled.com/David-Guetta/Where-Them-Girls-At/,2011,5,0,1,0,6,0
Jennifer Lopez;Pitbull,On The Floor,True,https://www.whosampled.com/Jennifer-Lopez/On-The-Floor/,2011,14,0,15,0,14,0
Katy Perry,E.T.,True,https://www.whosampled.com/Katy-Perry/ET/,,0,0,0,0,0,0
Luke Bryan,Country Girl (Shake It For Me),True,https://www.whosampled.com/Luke-Bryan/Country-Girl/,,0,0,0,0,0,0
Christina Perri,arms,True,https://www.whosampled.com/Christina-Perri/arms/,2011,0,0,1,0,1,0
Five Finger Death Punch,Under and Over It,True,https://www.whosampled.com/Five-Finger-Death-Punch/Under-and-Over-It/,2011,0,0,3,0,2,0
Mat Kearney,Ships In The Night,True,https://www.whosampled.com/Mat-Kearney/Ships-In-The-Night/,2011,0,0,1,0,0,0
Selena Gomez & The Scene,Who Says,True,https://www.whosampled.com/Selena-Gomez/Who-Says/,,0,0,0,0,0,0
Enrique Iglesias;Usher,Dirty Dancer,True,https://www.whosampled.com/Enrique-Iglesias/Dirty-Dancer/,2010,0,0,1,0,1,0
Frank Ocean,Novacane,True,https://www.whosampled.com/Frank-Ocean/Novacane/,2011,6,0,3,0,0,0
Katy Perry,Firework,True,https://www.whosampled.com/Katy-Perry/Firework/,2010,27,0,68,0,2,0
Linkin Park,Iridescent,True,https://www.whosampled.com/Linkin-Park/Iridescent/,2010,1,0,4,0,0,0
Lady Gaga,Born This Way,True,https://www.whosampled.com/Lady-Gaga/Born-This-Way/,2011,11,0,35,0,11,0
Bruno Mars,Just the Way You Are,True,https://www.whosampled.com/Bruno-Mars/Just-the-Way-You-Are/,2010,15,0,79,0,7,0
Dr. Dre;Eminem;Skylar Grey,I Need A Doctor,False,,,,,,,,
Mumford & Sons,The Cave,False,,,,,,,,
Rascal Flatts,I Won't Let Go,True,https://www.whosampled.com/Rascal-Flatts/I-Won%27t-Let-Go/,2011,0,0,2,0,0,0
